No,日期,到达人数,目的地,共乘序号,到达时间（验票时间）,上车时间,,,,
66,2018/4/20,1,三四五时尚,39,1:22,1:31,,,,
67,2018/4/20,4,如客大酒店,40,1:23,1:31,,,,
68,2018/4/20,1,福兴苑,41,1:30,1:47,四川省成都市金牛区福兴苑,104.019548,30.694275,
69,2018/4/20,1,尊宝披萨,41,1:28,1:50,四川省成都市武侯区尊宝披萨,104.072056,30.550239,
70,2018/4/20,2,初见精品,42,1:36,1:46,,,,
71,2018/4/20,2,锦江之星,42,1:32,1:46,四川省成都市锦江区锦江之星,104.090117,30.652435,
72,2018/4/20,2,家益#城,43,1:34,1:58,,,,
73,2018/4/20,1,如家快捷,44,1:38,1:57,四川省成都市青羊区如家快捷,104.068134,30.673802,
74,2018/4/20,1,净居寺,45,1:50,2:04,四川省成都市锦江区净居寺,104.108307,30.622849,
75,2018/4/20,1,汉庭酒店,45,1:54,2:04,四川省成都市崇州市汉庭酒店,103.696142,30.63542,
76,2018/4/20,1,成都东站,45,1:46,2:04,四川省成都市成华区成都东站,104.141625,30.62886,
77,2018/4/20,1,一环路东二段,46,2:07,2:20,四川省成都市成华区一环路东二段,104.101906,30.663195,
78,2018/4/20,1,高碑苑,47,2:07,2:29,四川省成都市武侯区高碑瑞苑,104.0052,30.627283,
79,2018/4/20,1,四威大厦,48,2:13,2:40,四川省成都市金牛区四威大厦,104.042138,30.684551,
80,2018/4/20,1,天香包点,48,2:17,2:40,,,,
81,2018/4/20,1,白云花园,47,2:19,2:29,四川省成都市武侯区白云花园,104.085828,30.607707,
82,2018/4/20,1,三四五时尚,49,2:19,2:39,,,,
83,2018/4/20,1,茶店子,49,2:23,2:39,四川省成都市金牛区茶店子,104.027434,30.697177,
84,2018/4/20,1,南馨苑,49,2:25,2:39,四川省成都市武侯区南馨苑,104.053627,30.612278,
85,2018/4/20,2,筑梦空间,50,2:40,3:05,四川省成都市武侯区筑梦空间,104.078818,30.554597,
86,2018/4/20,1,浅水半岛,50,2:40,3:05,四川省成都市成华区浅水半岛,104.106125,30.686346,
87,2018/4/20,1,徒行阳客,51,2:51,3:04,,,,
88,2018/4/20,1,武侯祠,,3:03,,四川省成都市武侯区武侯,104.048658,30.64542,
89,2018/4/20,1,西单商场,,3:04,,四川省成都市青羊区西单商场,104.000441,30.674786,
90,2018/4/20,1,何兮青年空间,,3:01,,,,,
91,2018/4/20,1,高笋路南站,,3:10,,四川省成都市金牛区高笋,104.08901,30.694274,
92,2018/4/21,1,首座万豪酒店,1,9:47,10:03,四川省成都市武侯区首座万豪酒店,104.068868,30.586267,
93,2018/4/21,1,环球汇天誉蔚蓝,2,10:03,10:15,四川省成都市锦江区环球汇天誉蔚蓝,104.11275,30.6355,
94,2018/4/21,2,新世纪环球购物广场,3,10:40,11:06,四川省成都市武侯区新世纪环球,104.063392,30.568751,
95,2018/4/21,1,紫东阳光一期,4,11:12,11:32,四川省成都市成华区紫东阳光一期,104.111194,30.646022,
96,2018/4/21,1,锦城宽窄精品主题服务公寓,4,11:27,11:32,,,,
97,2018/4/21,1,琉璃一街站,5,11:47,12:19,四川省成都市锦江区琉璃一街站,104.09588,30.60427,
98,2018/4/21,4,一路向北青年旅社,6,12:48,13:07,四川省成都市金牛区e78青年旅社,104.04865,30.68345,
99,2018/4/21,4,哈斯顿酒店,7,13:16,13:28,,,,
100,2018/4/21,2,联森酒店,8,13:31,13:56,四川省成都市龙泉驿区联森酒店,104.255722,30.561986,
101,2018/4/21,2,春熙路南端步行街,9,14:26,14:49,四川省成都市锦江区步行街,104.078328,30.655385,
102,2018/4/21,2,蓉城云熙精品度假公寓,10,15:51,16:15,,,,
103,2018/4/21,2,宽窄芙蓉精品度假公寓,11,15:56,16:15,,,,
104,2018/4/21,2,宽窄芙蓉精品度假公寓,11,15:56,16:15,,,,
105,2018/4/21,2,锦里小吃街,12,17:32,17:49,四川省成都市武侯区锦里小吃街,104.049882,30.647148,
106,2018/4/21,1,全季酒店,13,18:14,18:37,四川省成都市武侯区全季酒店,104.061561,30.578001,
107,2018/4/21,1,高地,14,18:50,19:15,四川省成都市成华区高地,104.105324,30.668525,
108,2018/4/21,4,天湖冰棺,15,19:24,19:36,,,,
109,2018/4/21,2,新鸿社区,16,20:10,20:36,四川省成都市成华区新鸿社区,104.104019,30.660452,
110,2018/4/21,1,格兰威尔酒店,17,20:18,20:39,四川省成都市武侯区格兰威尔酒店,104.040673,30.643384,
111,2018/4/21,1,城南##公寓,18,20:30,20:56,,,,
112,2018/4/21,1,#和酒店,19,20:39,21:24,,,,
113,2018/4/21,1,天空#####,20,21:10,21:28,,,,
114,2018/4/21,1,#悦国际,20,21:27,21:28,,,,
115,2018/4/21,1,西二道街口,21,21:26,21:49,四川省成都市青羊区西二道街,104.056079,30.672683,
116,2018/4/21,2,锦江宾馆,21,21:39,21:49,四川省成都市锦江区锦江宾馆,104.064678,30.648456,
117,2018/4/21,1,地方税务局,22,21:49,22:15,四川省成都市彭州市地方税务局,103.944959,30.991558,
118,2018/4/21,1,阳光金沙,22,21:53,22:15,四川省成都市金牛区阳光金沙,104.011355,30.69054,
119,2018/4/21,1,东客站,23,21:52,22:15,四川省成都市成华区东客站,104.140903,30.622395,
120,2018/4/21,2,斑斓家酒店,23,22:02,22:15,,,,
121,2018/4/21,1,西南交通,24,22:59,23:14,,,,
122,2018/4/21,1,##郦景,25,23:04,23:31,,,,
123,2018/4/21,1,#树大院,25,23:17,23:31,,,,
124,2018/4/21,1,###医院,26,23:17,23:39,,,,
125,2018/4/21,1,四川大学,27,23:41,0:04,四川省成都市武侯区四川大学,104.085486,30.629794,
126,2018/4/21,1,锦洲花园,27,23:53,0:04,四川省成都市锦江区锦洲花园,104.094935,30.62383,
127,2018/4/21,1,####,28,23:55,0:17,,,,
128,2018/4/21,1,康河郦景,28,23:57,0:17,四川省成都市武侯区康河郦景,104.02455,30.65046,
129,2018/4/21,1,伊丽特酒店,29,0:03,0:18,四川省成都市金牛区伊丽特酒店,104.085958,30.694096,
130,2018/4/21,1,金茂假日,29,0:03,0:18,四川省成都市锦江区成都金茂假日酒店,104.092627,30.643162,
131,2018/4/21,1,金茂假日,29,0:03,0:18,四川省成都市锦江区成都金茂假日酒店,104.092627,30.643162,
132,2018/4/21,1,瑞思博雅,28,0:10,0:17,四川省成都市青羊区瑞思博雅,104.055037,30.672764,
133,2018/4/21,1,成都站,29,0:12,0:18,四川省成都市金牛区成都站,104.073403,30.696772,
134,2018/4/21,1,太平园,30,0:22,0:39,四川省成都市武侯区太平园,104.018008,30.620858,
135,2018/4/21,1,希尔顿,31,0:24,0:44,四川省成都市武侯区希尔顿,104.068142,30.549534,
136,2018/4/21,1,环球中心,31,0:25,,四川省成都市武侯区环球中心,104.063117,30.568738,
137,2018/4/21,1,蓝光#,30,0:25,0:39,,,,
138,2018/4/21,2,锦江之星,32,0:46,1:08,四川省成都市锦江区锦江之星,104.090117,30.652435,
139,2018/4/21,1,泡桐树公寓,32,0:50,1:28,四川省成都市青羊区泡桐树公寓,104.052431,30.665589,
140,2018/4/21,1,龙腾小区,33,1:16,1:37,四川省成都市武侯区龙腾小区,104.015716,30.653256,
141,2018/4/21,2,轩雅映月,34,1:17,1:35,四川省成都市锦江区轩雅映月,104.07553,30.652681,
142,2018/4/21,1,富顺苑,33,1:21,1:37,四川省成都市成华区富顺苑,104.074221,30.703386,
143,2018/4/21,1,时代天骄,34,1:26,1:35,四川省成都市青羊区时代天骄,104.082825,30.672475,
144,2018/4/21,1,#顿酒店,34,1:27,1:35,,,,
145,2018/4/21,1,二环路##,35,1:38,2:04,,,,
146,2018/4/21,1,成都站,36,1:44,2:05,四川省成都市金牛区成都站,104.073403,30.696772,
147,2018/4/21,1,金楠##,35,1:47,2:04,,,,
148,2018/4/21,1,锦江之星,36,1:49,2:05,四川省成都市锦江区锦江之星,104.090117,30.652435,
149,2018/4/21,1,山水时尚,37,2:13,2:37,,,,
150,2018/4/21,1,一品荷花,37,2:28,2:37,四川省成都市金牛区一品荷花,104.080588,30.696709,
151,2018/4/21,2,二环航天立交,,2:43,,,,,
152,2018/4/21,1,##广场,,2:46,,,,,
153,2018/4/21,2,美成酒店,,2:49,,,,,
154,2018/4/21,1,布丁酒店,,2:51,,四川省成都市金牛区布丁酒店,104.08338,30.694975,
155,2018/4/22,1,何#青年空间,1,9:25,9:38,,,,
156,2018/4/22,2,######,2,10:47,10:59,,,,
157,2018/4/22,2,天府广场,3,9:52,10:19,四川省成都市青羊区天府广场,104.06585,30.657361,
158,2018/4/22,1,隐市巷#生活馆,2,10:38,10:59,,,,
159,2018/4/22,1,祥宇宾馆,4,11:29,11:55,四川省成都市武侯区祥宇宾馆,104.076712,30.636895,
160,2018/4/22,4,新华国际,5,13:39,13:59,,,,
161,2018/4/22,1,龙景花园,,14:49,,四川省成都市青羊区龙景花园,104.034619,30.653207,
162,2018/4/22,1,紫云府,6,14:52,15:09,四川省成都市成华区紫云府,104.117595,30.64648,
163,2018/4/22,2,都市家园,7,14:08,14:31,四川省成都市锦江区都市家园,104.102977,30.612111,
164,2018/4/22,1,天鹅湖##,8,15:45,16:04,,,,
165,2018/4/22,1,景茂城果,9,16:38,17:04,四川省成都市双流区景茂城果,104.068675,30.52775,
166,2018/4/22,1,四川大学,10,17:07,17:17,四川省成都市武侯区四川大学,104.085486,30.629794,
167,2018/4/22,2,馨#缘酒店,10,16:57,17:17,,,,
168,2018/4/22,4,富丽花园,11,17:47,17:58,四川省成都市成华区富丽花园,104.073378,30.703406,
169,2018/4/22,2,春熙太古里,12,18:00,18:26,四川省成都市锦江区太古里,104.083736,30.652685,
170,2018/4/22,1,蓝天小区,12,18:10,17:26,四川省成都市武侯区蓝天小区,104.079089,30.610808,
171,2018/4/22,4,美逸酒店,13,19:23,19:33,四川省成都市武侯区美逸酒店,104.027023,30.623089,
172,2018/4/22,1,地方电力局,14,19:45,20:01,四川省成都市青羊区四川省地方电力局,104.034164,30.666598,
173,2018/4/22,1,如家快捷酒店,15,19:48,20:01,四川省成都市武侯区如家快捷酒店,104.015872,30.637465,
174,2018/4/22,1,锦江之星酒店,14,19:46,20:01,四川省成都市金牛区锦江之星酒店,104.032356,30.675341,
175,2018/4/22,1,粼江峰阁,15,19:45,20:01,四川省成都市锦江区粼江峰阁,104.093238,30.63845,
176,2018/4/22,1,棕榈泉费尔蒙酒店,16,19:48,20:00,四川省成都市武侯区费尔蒙酒店,104.069811,30.554829,
177,2018/4/22,1,成都漫花源酒店,17,20:48,21:10,四川省成都市新津县花源,103.887901,30.482767,
178,2018/4/22,1,天合汇锦城,18,20:52,21:10,四川省成都市武侯区天合汇锦城,104.053746,30.557,
179,2018/4/22,1,汉庭酒店,19,21:30,21:57,四川省成都市崇州市汉庭酒店,103.696142,30.63542,
180,2018/4/22,1,成都誉峰M4民宿,20,21:30,21:57,四川省成都市,104.066541,30.572269,
181,2018/4/22,1,汉庭酒店,21,21:32,21:57,四川省成都市崇州市汉庭酒店,103.696142,30.63542,
182,2018/4/22,1,左岸精品公寓,21,21:37,21:57,四川省成都市锦江区成都左岸精品公寓,104.082429,30.650054,
183,2018/4/22,2,赛云台北路7路,22,21:54,22:20,四川省成都市金牛区赛云台北路7路,104.068498,30.706548,
184,2018/4/22,2,正成财富,22,22:14,22:20,四川省成都市锦江区正成财富,104.080583,30.660542,
185,2018/4/22,2,成华街九号院,23,22:19,22:33,四川省成都市金牛区成华街九号院,104.076975,30.681597,
186,2018/4/22,2,太古里精品酒店公寓,23,22:19,21:33,四川省成都市锦江区太古里,104.083726,30.653334,
187,2018/4/22,1,金地金沙府邸,24,22:36,23:04,四川省成都市青羊区金地金沙府,104.007164,30.696085,
188,2018/4/22,1,客道酒店,24,22:54,23:04,四川省成都市武侯区客道酒店,104.080489,30.642166,
189,2018/4/22,1,华润凤凰城3期,25,22:51,23:14,四川省成都市武侯区华润凤凰城3期,104.053193,30.554916,
190,2018/4/22,1,河滨丽苑,26,23:05,23:29,四川省成都市成华区河滨丽苑,104.073225,30.710726,
191,2018/4/22,1,河滨雅苑,26,23:08,23:29,四川省成都市锦江区河滨雅苑,104.096109,30.62504,
192,2018/4/22,1,流星花园6栋,26,23:07,23:29,四川省成都市锦江区流星花园,104.085582,30.651219,
193,2018/4/22,1,光明城市二号门,27,23:16,23:42,四川省成都市双流区光明城市二号门,104.048191,30.526502,
194,2018/4/22,1,上东1号3期,28,23:24,23:38,四川省成都市成华区上东1号,104.106853,30.71699,
195,2018/4/22,1,桐梓林壹号,29,23:24,23:43,四川省成都市武侯区桐梓林壹号,104.056045,30.604285,
196,2018/4/22,1,誉峰东区,30,23:31,23:59,四川省成都市武侯区誉峰东区,104.057467,30.584514,
197,2018/4/22,1,绿洲大酒店,31,23:37,0:00,四川省成都市青羊区绿洲大酒店,104.074022,30.665473,
198,2018/4/22,1,苏坡立交,30,23:46,23:59,四川省成都市青羊区苏坡立交,103.990469,30.673707,
199,2018/4/22,1,贵溪中路,32,0:01,0:29,,,,
200,2018/4/22,1,宜家民宿火车南站,32,0:15,0:29,,,,
201,2018/4/22,1,文翁华府,32,0:18,0:29,四川省成都市青羊区文翁华府,104.055026,30.654181,
202,2018/4/22,1,国际花园,33,0:20,0:34,四川省成都市锦江区锦海国际花园,104.086589,30.652515,
203,2018/4/22,2,汇城港湾,34,0:18,0:42,四川省成都市双流区汇城港湾,104.078517,30.546662,
204,2018/4/22,1,斯维服务公寓,35,0:23,0:42,,,,
205,2018/4/22,1,成都东站,35,0:27,0:42,四川省成都市成华区成都东站,104.141625,30.62886,
206,2018/4/22,1,如家快捷,35,0:38,0:42,四川省成都市青羊区如家快捷,104.068134,30.673802,
207,2018/4/22,1,蜀都花园,36,0:48,1:04,四川省成都市锦江区蜀都花园,104.103625,30.644821,
208,2018/4/22,1,如家酒店,36,0:47,1:04,四川省成都市青白江区如家酒店,104.257868,30.881476,
209,2018/4/22,1,西林巷22号,37,1:00,1:21,四川省成都市金牛区西林巷|22号,104.048806,30.682107,
210,2018/4/22,1,都丽酒店,36,0:55,1:04,,,,
211,2018/4/22,1,绿地GIC一期,38,1:06,1:21,四川省成都市武侯区绿地gic,104.079936,30.618148,
212,2018/4/22,1,凤翔云庭,38,1:10,1:21,,,,
213,2018/4/22,1,元度家居汇装饰,38,1:15,1:21,四川省成都市武侯区元度家居汇装饰,104.046503,30.651527,
214,2018/4/22,2,那些时光精品公寓,39,1:29,1:55,,,,
215,2018/4/22,2,新良大酒店,39,1:43,1:55,四川省成都市锦江区新良大酒店,104.073881,30.65393,
216,2018/4/22,1,#顺街26号,40,1:46,2:11,,,,
217,2018/4/22,1,天晴国际青年客栈,41,1:46,2:11,四川省成都市青羊区天晴国际青年客栈,104.042952,30.654906,
218,2018/4/22,1,佳年华 时代晶座,42,1:49,2:12,四川省成都市武侯区时代晶座,104.047631,30.543532,
219,2018/4/22,1,状元府邸,41,1:55,2:11,四川省成都市新都区状元府邸,104.178677,30.816293,
220,2018/4/22,1,保利星座,42,2:02,2:12,四川省成都市武侯区保利星座,104.045238,30.545978,
221,2018/4/22,1,龙湖金楠时光,43,2:09,2:37,四川省成都市武侯区龙湖金楠时光,103.993341,30.649394,
222,2018/4/22,1,蜀郡,44,2:15,2:42,,,,
223,2018/4/22,1,金贸光明城市,44,2:27,2:42,四川省成都市双流区光明城市,104.046359,30.527427,
224,2018/4/22,2,华利国际3期,45,2:31,2:56,,,,
225,2018/4/22,2,招商银行,46,2:25,2:37,四川省成都市金牛区招商银行,104.038908,30.68466,
226,2018/4/22,1,成科路9号院,,2:58,,四川省成都市武侯区成科路9号院,104.069651,30.627803,
227,2018/4/23,1,上东花园四组团,1,9:10,9:35,四川省成都市锦江区上东花园四组团,104.108368,30.601135,
228,2018/4/23,1,如家精选,2,10:10,10:20,四川省成都市武侯区如家精选,104.074994,30.642407,
229,2018/4/23,1,香槟广场,3,10:17,10:40,四川省成都市锦江区香槟广场,104.07948,30.652544,
230,2018/4/23,1,锦江之星,4,10:51,11:15,四川省成都市锦江区锦江之星,104.090117,30.652435,
231,2018/4/23,1,全季酒店,4,10:57,11:15,四川省成都市武侯区全季酒店,104.061561,30.578001,
232,2018/4/23,1,全季酒店,4,10:57,11:15,四川省成都市武侯区全季酒店,104.061561,30.578001,
233,2018/4/23,1,南站,5,11:41,12:03,四川省成都市成华区南站,104.09029,30.68093,
234,2018/4/23,1,锦江国际,6,12:40,13:04,四川省成都市武侯区锦江国际,104.064388,30.64616,
235,2018/4/23,4,天府丽都,7,14:36,14:44,四川省成都市青羊区天府丽都,104.021906,30.66421,
236,2018/4/23,4,世纪城,8,14:37,14:44,四川省成都市武侯区世纪城,104.071362,30.556128,
237,2018/4/23,1,芙蓉精品#公寓,9,16:18,16:29,,,,
238,2018/4/23,1,桔子精选,9,16:19,16:29,,,,
239,2018/4/23,1,光明城市,9,16:22,16:29,四川省成都市双流区光明城市,104.046359,30.527427,
240,2018/4/23,1,布衣客栈,10,17:23,17:49,四川省成都市武侯区布衣客栈,104.073978,30.541532,
241,2018/4/23,2,太古里河畔亚朵酒店,11,18:12,18:18,四川省成都市青羊区成都武侯祠亚朵酒店,104.056109,30.65043,
242,2018/4/23,2,加州一号酒店,11,17:56,18:18,四川省成都市金牛区酒店,104.042722,30.686107,
243,2018/4/23,1,摩登s酒店,12,18:23,18:33,,,,
244,2018/4/23,1,交大归谷建设派,13,19:11,19:30,四川省成都市成华区建设派,104.107123,30.667016,
245,2018/4/23,4,亚朵酒店,14,19:44,19:56,四川省成都市武侯区亚朵酒店,104.06613,30.54345,
246,2018/4/23,2,季风客栈,15,20:17,20:41,四川省成都市武侯区季风客栈,104.049297,30.636317,
247,2018/4/23,1,汇翠园,15,20:23,20:41,四川省成都市武侯区汇翠园,104.050054,30.592569,
248,2018/4/23,1,仁和春天国际花园,16,20:31,20:57,四川省成都市武侯区仁和春天国际花园,104.052363,30.58677,
249,2018/4/23,1,博客庄园,17,20:39,20:58,,,,
250,2018/4/23,1,茶店子地铁站,17,20:37,20:58,四川省成都市金牛区茶店子地铁站,104.013692,30.705986,
251,2018/4/23,1,安能物流,18,21:02,21:24,四川省成都市新都区安能物流,104.203068,30.736675,
252,2018/4/23,1,罗浮世家,19,21:26,21:48,四川省成都市武侯区罗浮世家,104.038171,30.635983,
253,2018/4/23,1,汉庭酒店,19,21:44,21:48,四川省成都市崇州市汉庭酒店,103.696142,30.63542,
254,2018/4/23,1,朋宇尚庭主题公寓,20,21:50,22:05,,,,
255,2018/4/23,1,星逸酒店,21,21:54,22:14,四川省成都市青羊区星逸酒店,104.077251,30.668525,
256,2018/4/23,1,春熙路,21,22:01,22:14,四川省成都市锦江区春熙路,104.078304,30.657437,
257,2018/4/23,1,锦江之星酒店,21,22:05,22:14,四川省成都市金牛区锦江之星酒店,104.032356,30.675341,
258,2018/4/23,2,雅住158,22,22:09,22:39,四川省成都市锦江区雅住,104.14357,30.597535,
259,2018/4/23,1,财富又一城,23,22:33,22:59,四川省成都市成华区财富又一城,104.095189,30.67867,
260,2018/4/23,1,千居朝阳,23,22:41,22:59,四川省成都市成华区千居朝阳,104.123289,30.648229,
261,2018/4/23,1,碧云天,24,22:49,23:17,四川省成都市青白江区碧云天,104.258872,30.889761,
262,2018/4/23,1,维也纳酒店,25,22:54,23:19,四川省成都市双流区维也纳酒店,104.071501,30.503667,
263,2018/4/23,1,中国邮政储蓄银行,25,22:12,23:19,四川省成都市双流区中国邮政储蓄银行,103.999708,30.570613,
264,2018/4/23,1,抚琴西南路,26,23:20,23:43,四川省成都市金牛区抚琴西南路,104.03873,30.676243,
265,2018/4/23,2,致瑞雅苑B区,27,23:35,23:59,四川省成都市锦江区致瑞雅苑b区,104.106301,30.609827,
266,2018/4/23,2,天遇酒店,28,23:42,0:09,,,,
267,2018/4/23,1,宽窄巷子,28,23:43,0:09,四川省成都市青羊区宽窄巷子,104.053617,30.663833,
268,2018/4/23,1,林业干部##,27,23:50,23:59,,,,
269,2018/4/23,1,品香四季酒店,29,0:21,,四川省成都市武侯区品香四季酒店,104.068297,30.552391,
270,2018/4/23,1,品香四季酒店,29,0:21,,四川省成都市武侯区品香四季酒店,104.068297,30.552391,
271,2018/4/23,4,有客REX电影,30,0:17,0:29,,,,
272,2018/4/23,1,紫荆名苑,31,0:16,0:28,四川省成都市武侯区紫荆名苑,104.050372,30.615803,
273,2018/4/23,1,加悦酒店,31,0:15,0:28,四川省成都市锦江区加悦酒店,104.067451,30.654972,
274,2018/4/23,2,如家快捷酒店,31,0:11,0:28,四川省成都市武侯区如家快捷酒店,104.015872,30.637465,
275,2018/4/23,4,帝盛君豪酒店,32,0:25,0:38,四川省成都市青羊区帝盛君豪酒店,104.067521,30.667568,
276,2018/4/23,2,春熙里酒店,33,0:17,0:29,四川省成都市锦江区春熙里酒店,104.078171,30.654518,
277,2018/4/23,2,记忆旅行,33,0:20,0:29,,,,
278,2018/4/23,1,春熙路,34,0:33,0:39,四川省成都市锦江区春熙路,104.078304,30.657437,
279,2018/4/23,1,维尼酒店,34,0:33,0:39,,,,
280,2018/4/23,2,维尼酒店,34,0:27,0:39,,,,
281,2018/4/23,1,,35,0:36,0:54,,,,
282,2018/4/23,2,,35,0:41,0:53,,,,
283,2018/4/23,1,,36,0:36,0:58,,,,
284,2018/4/23,1,,37,0:46,1:06,,,,
285,2018/4/23,2,,37,0:56,1:06,,,,
286,2018/4/23,1,,37,0:56,1:06,,,,
287,2018/4/23,4,,38,1:04,1:14,,,,
288,2018/4/23,1,,39,1:14,1:38,,,,
