日期,到达人数,目的地,能否定位,共乘序号,到达时间（验票时间）,上车时间,,高德 具体位置,经度,纬度,,腾讯 具体位置,经度,纬度,可信度(>7)可用
2018/4/20,1,新城市广场,1,1,09:52,10:18,,四川省成都市青羊区新城市广场,104.057651,30.67383,,成都青羊区新城市广场,104.05733,30.67386,7
2018/4/20,1,太成宾馆,1,1,10:11,10:18,,四川省成都市武侯区太成宾馆,104.053237,30.646505,,成都武侯区太成宾馆,104.05339,30.64634,7
2018/4/20,1,成都外双楠希尔顿欢朋酒店,1,2,11:03,11:14,,四川省成都市武侯区欢朋酒店,103.994865,30.649418,,成都双流区希尔顿,103.92119,30.56646,7
2018/4/20,1,西岸蒂景A座,1,3,11:13,11:39,,四川省成都市青羊区西岸蒂景|A座,104.053962,30.674086,,成都青羊区西岸蒂景A座,104.05376,30.67394,7
2018/4/20,1,7天酒店(成都春熙路盐市口店),1,4,12:40,12:55,,四川省成都市锦江区春熙路,104.078304,30.657437,,成都锦江区春熙路,104.077,30.65557,7
2018/4/20,1,禾嘉利好,1,4,12:31,12:55,,四川省成都市金牛区禾嘉利好,104.084367,30.696078,,成都金牛区禾嘉利好,104.08419,30.69568,7
2018/4/20,4,成都盛铂仕丹酒店武侯祠店,1,5,13:18,13:46,,四川省成都市武侯区华西医院武侯祠店,104.059521,30.645347,,成都武侯区成都盛铂仕丹酒店,104.01362,30.64666,7
2018/4/20,2,中心世茂,1,6,14:00,14:30,,四川省成都市锦江区中心,104.08476,30.588966,,成都成华区成华区,104.10194,30.65984,1
2018/4/20,2,成都宽窄巷子希尔顿欢朋酒店,1,7,14:47,14:59,,四川省成都市武侯区欢朋酒店,103.994865,30.649418,,成都双流区希尔顿,103.92119,30.56646,7
2018/4/20,1,肖家河北街,1,8,15:48,15:59,,四川省成都市武侯区肖家河北街,104.042849,30.633738,,成都武侯区肖家河北街,104.04329,30.63358,7
2018/4/20,1,成都东站,1,9,16:55,17:05,,四川省成都市成华区成都东站,104.141625,30.62886,,成都成华区成都东站,104.14078,30.62881,7
2018/4/20,2,华西国际,1,10,17:16,17:36,,四川省成都市武侯区华西国际,104.058951,30.643685,,成都武侯区华西国际,104.05887,30.64359,7
2018/4/20,4,首座万丽,1,11,17:29,17:58,,四川省成都市武侯区成都首座万丽酒店,104.066565,30.612248,,成都成华区成华区,104.10194,30.65984,1
2018/4/20,1,何日君酒店(人南店),1,12,17:48,18:12,,四川省成都市武侯区何日君酒店,104.06642,30.624537,,成都武侯区何日君酒店(人南店),104.06633,30.62439,7
2018/4/20,2,新品汉庭酒店成都天府广场盐市口店,1,13,19:58,20:23,,四川省成都市金牛区汉庭快捷酒店,104.019428,30.689388,,成都青羊区天府广场,104.06584,30.65742,7
2018/4/20,2,成都印主题城市别墅酒店名流花园店,1,14,20:03,20:23,,四川省成都市武侯区名流花园,104.002619,30.653294,,成都成华区成华区,104.10194,30.65984,1
2018/4/20,1,玉林会所（玉林店）,1,13,20:03,20:23,,四川省成都市武侯区玉林会所,104.060474,30.62651,,成都武侯区玉林会所,104.06251,30.62421,7
2018/4/20,1,安逸酒店(成都西南财大地铁站店),1,14,20:18,20:23,,四川省成都市锦江区安逸酒店,104.077778,30.654769,,成都青羊区西南财大,104.020309,30.670437,7
2018/4/20,1,汉庭酒店(宽窄巷子新店),1,15,20:47,21:07,,四川省成都市青羊区汉庭连锁酒店,104.053891,30.66818,,成都青羊区宽窄巷子,104.050671,30.665409,7
2018/4/20,1,成都埃菲尔国际酒店,1,15,20:49,21:07,,四川省成都市武侯区埃菲尔国际酒店,104.027287,30.632327,,成都武侯区成都寅腾埃菲尔国际酒店,104.02743,30.63219,7
2018/4/20,1,天晴国际青年客栈,1,16,20:57,21:20,,四川省成都市青羊区天晴国际青年客栈,104.042952,30.654906,,成都温江区青年客栈,103.81222,30.69191,7
2018/4/20,1,瑞升望江橡树林,1,16,21:10,21:20,,四川省成都市锦江区瑞升望江橡树林,104.091832,30.622495,,成都锦江区瑞升望江橡树林,104.09199,30.62249,7
2018/4/20,1,成都东站东广场,1,17,21:22,21:46,,四川省成都市成华区成都东站东广场,104.143974,30.628064,,成都成华区成都东站东广场,104.14414,30.62801,7
2018/4/20,1,维也纳酒店(成都春熙路天府广场地铁站店),,17,21:34,21:46,,四川省成都市青羊区天府广场地铁站店,104.065751,30.657453,,成都青羊区天府广场,104.06506,30.6575,7
2018/4/20,1,万友睿柏,1,18,21:44,22:11,,,,,,成都金牛区万友4S店,104.01719,30.68889,7
2018/4/20,2,金茂光明城市,1,19,21:46,22:12,,四川省成都市双流区金茂光明城市,104.046359,30.527427,,成都双流区光明城市,104.04699,30.52775,7
2018/4/20,1,紫竹苑,1,18,21:54,22:11,,四川省成都市武侯区紫竹苑,104.05252,30.615756,,成都武侯区紫竹苑,104.05255,30.6158,7
2018/4/20,1,cpe大楼,1,19,22:02,22:12,,四川省成都市武侯区cpe大楼,104.067368,30.545046,,成都武侯区cpe大楼,104.06737,30.54505,7
2018/4/20,2,成都轩雅映月酒店,1,20,22:02,22:29,,四川省成都市锦江区轩雅映月酒店,104.07553,30.652681,,成都锦江区轩雅映月酒店(春熙店),104.07553,30.65281,7
2018/4/20,1,成都西门智选假日酒店-停车场,1,20,22:07,22:29,,四川省成都市武侯区智选假日酒店,104.029866,30.636913,,成都成华区成华区,104.10194,30.65984,1
2018/4/20,4,宽窄巷子,1,21,22:03,22:13,,四川省成都市青羊区宽窄巷子,104.053617,30.663833,,成都青羊区宽窄巷子,104.050671,30.665409,7
2018/4/20,1,金河宾馆,1,20,22:20,22:29,,四川省成都市青羊区金河宾馆,104.056091,30.661776,,成都青羊区金河宾馆,104.05619,30.66124,7
2018/4/20,4,如家快捷酒店成都春熙路太古里书院街站,1,22,22:19,22:39,,四川省成都市锦江区春熙路,104.07773,30.656547,,成都锦江区如家快捷酒店(成都春熙路步行街店),104.07748,30.65768,7
2018/4/20,2,成都芙蓉饭店,1,23,22:19,22:41,,四川省成都市青羊区成都芙蓉饭店,104.058902,30.670086,,成都青羊区成都芙蓉饭店,104.05898,30.67001,7
2018/4/20,2,科甲大厦,1,23,22:29,22:41,,四川省成都市锦江区科甲大厦,104.079342,30.656251,,成都锦江区科甲大厦,104.07954,30.6562,7
2018/4/20,1,成都尚锦和美春熙太古里酒店,1,24,22:44,23:06,,四川省成都市锦江区太古里酒店,104.08493,30.651925,,成都成华区尚锦和美酒店(春熙太古里店),104.09233,30.65745,7
2018/4/20,1,成都高新实验中学新北校区,1,24,22:50,23:06,,四川省成都市武侯区高新实验中学新北校区,104.038652,30.603918,,成都武侯区成都高新实验中学(新北校区),104.03945,30.60309,7
2018/4/20,1,海滨铂雅酒店,1,24,22:54,23:06,,四川省成都市成华区海滨铂雅酒店,104.103951,30.713386,,成都双流区海滨城购物中心,103.909932,30.603689,7
2018/4/20,1,金科一城,1,24,22:56,23:06,,四川省成都市成华区金科一城,104.111817,30.711406,,成都成华区金科一城,104.11103,30.7117,7
2018/4/20,1,一号线火车北站地铁站,1,25,23:01,23:25,,四川省成都市金牛区火车北站地铁站,104.073972,30.695568,,成都金牛区绝味鸭脖火车站地铁店,104.07354,30.6962,7
2018/4/20,1,中国工商银行(天顺路支行),1,25,23:07,23:25,,四川省成都市武侯区中国工商银行(天顺路支行),104.071246,30.591621,,成都武侯区天顺路,104.07111,30.59827,7
2018/4/20,2,影茂城果,1,26,23:06,23:25,,,,,,成都成华区成华区,104.10194,30.65984,1
2018/4/20,1,丽景华庭,1,27,23:13,23:36,,四川省成都市武侯区丽景华庭,104.015689,30.651247,,成都武侯区丽景华庭,104.01126,30.65127,7
2018/4/20,4,世纪城,1,28,23:24,23:36,,四川省成都市武侯区世纪城,104.071362,30.556128,,成都成华区成华区,104.10194,30.65984,1
2018/4/20,2,成都寓尊精品公寓,1,29,23:33,23:46,,,,,,成都青羊区成都寓尊精品酒店公寓,104.06899,30.66576,7
2018/4/20,1,成都花园,1,30,23:44,00:08,,四川省成都市青羊区成都花园,104.011714,30.655637,,成都青羊区成都花园,104.00853,30.65543,7
2018/4/20,1,南苑B区,1,31,23:46,00:11,,,,,,成都武侯区南苑(B区),104.05696,30.57472,7
2018/4/20,2,成都瑞欣酒店,1,30,00:03,00:08,,四川省成都市金牛区瑞欣酒店,104.052029,30.675318,,成都金牛区瑞欣酒店,104.0521,30.67539,7
2018/4/20,1,七天快捷主题公寓(成都东站店),1,32,00:03,00:12,,,,,,成都成华区成都东站,104.14078,30.62881,7
2018/4/20,1,智慧康城,1,33,00:08,00:25,,四川省成都市金牛区智慧康城,104.046605,30.709158,,成都金牛区智慧康城,104.04714,30.70841,7
2018/4/20,2,桔子酒店精选(成都顺城店),1,33,00:11,00:25,,四川省成都市青羊区桔子酒店精选,104.072594,30.666769,,成都新都区顺城,104.126025,30.784935,7
2018/4/20,1,百世酒店,1,33,00:18,00:25,,四川省成都市锦江区百世酒店,104.086735,30.651399,,成都锦江区百世酒店,104.08671,30.65144,7
2018/4/20,1,华润幸福里,1,34,00:20,00:43,,四川省成都市锦江区华润幸福里,104.119337,30.610139,,成都成华区成华区,104.10194,30.65984,1
2018/4/20,1,锦江之星酒店(成都金仙桥店),1,34,00:30,00:43,,四川省成都市金牛区锦江之星酒店,104.052196,30.67722,,成都金牛区金仙桥,104.05564,30.67877,7
2018/4/20,1,艺家风格酒店,1,35,00:25,00:48,,四川省成都市金牛区艺家风格酒店,104.011298,30.695041,,成都青羊区艺家风格酒店,104.01114,30.69507,7
2018/4/20,1,华林南苑,1,36,00:42,01:09,,四川省成都市成华区华林南苑,104.139872,30.682812,,成都成华区华林南苑,104.13997,30.68274,7
2018/4/20,1,东方广场,1,36,00:46,01:09,,四川省成都市锦江区东方广场,104.090021,30.647671,,成都金牛区成都东方,104.04482,30.68322,7
2018/4/20,1,四川省社会科学院,1,36,00:46,01:09,,四川省成都市青羊区四川省社会科学院,104.041584,30.653032,,成都青羊区四川省社会科学院,104.04139,30.65299,7
2018/4/20,1,成都索菲斯民族大酒店,1,37,00:52,01:10,,四川省成都市金牛区索菲斯民族大酒店,104.045867,30.673148,,成都金牛区索菲斯民族大酒店,104.04575,30.67313,7
2018/4/20,1,如家精选酒店(太古里天祥街店),,37,00:49,01:10,,四川省成都市锦江区太古里,104.083726,30.653334,,成都成华区如家精选酒店成都新华大道天祥街店,104.09429,30.65947,7
2018/4/20,1,西门车站,1,37,00:49,01:10,,四川省成都市金牛区西门车站,104.0433,30.684417,,成都成华区成华区,104.10194,30.65984,1
2018/4/20,1,成都现代城,1,38,01:11,01:26,,四川省成都市青羊区现代城,104.048827,30.652994,,成都青羊区现代城,104.0486,30.65294,7
2018/4/20,1,圣沅汇景樱桃季,1,39,01:17,01:31,,四川省成都市武侯区圣沅汇景樱桃季,104.015558,30.642351,,成都武侯区圣沅·汇景樱桃季,104.01517,30.64241,7
2018/4/20,1,桔子酒店精选(成都环球中心店),1,39,01:22,01:31,,四川省成都市锦江区桔子酒店精选,104.086167,30.654578,,成都成华区成华区,104.10194,30.65984,1
2018/4/20,1,清溪西路,1,39,01:21,01:31,,四川省成都市青羊区清溪西路,104.022406,30.678537,,成都青羊区清溪西路,104.02401,30.67808,7
2018/4/20,1,三四五时尚,1,39,01:22,01:31,,,,,,成都武侯区三四五时尚酒店,104.02472,30.62919,7
2018/4/20,4,成都如客酒店,1,40,01:23,01:31,,四川省成都市龙泉驿区如客酒店,104.32306,30.644114,,成都龙泉驿区成都如客酒店,104.32309,30.64419,7
2018/4/20,1,福兴苑,1,41,01:30,01:47,,四川省成都市金牛区福兴苑,104.019548,30.694275,,成都温江区福兴苑,103.84773,30.68726,7
2018/4/20,1,尊宝披萨意式休闲餐厅,1,41,01:28,01:50,,四川省成都市锦江区意式休闲餐厅,104.078036,30.65792,,成都成华区成华区,104.10194,30.65984,1
2018/4/20,2,成都初见精品公寓,1,42,01:36,01:46,,,,,,成都锦江区成都初见精品公寓,104.08652,30.66134,7
2018/4/20,2,锦江之星酒店(成都文殊坊店),1,42,01:32,01:46,,四川省成都市青羊区锦江之星酒店,104.072553,30.670975,,成都成华区成华区,104.10194,30.65984,1
2018/4/20,2,家益欣城,1,43,01:34,01:58,,四川省成都市双流区家益欣城,104.051227,30.53137,,成都双流区家益欣城,104.05157,30.53006,7
2018/4/20,1,如家快捷酒店(成都华西医大省体育馆地铁站店),1,44,01:38,01:57,,四川省成都市武侯区如家快捷酒店,104.015872,30.637465,,成都武侯区华西医大宿舍,104.07402,30.64245,7
2018/4/20,1,净居寺,1,45,01:50,02:04,,四川省成都市锦江区净居寺,104.108307,30.622849,,成都锦江区净居寺路,104.10686,30.62183,7
2018/4/20,1,新品汉庭酒店成都科华北路四川大学店,1,45,01:54,02:04,,四川省成都市武侯区四川大学店,104.077368,30.633977,,成都武侯区四川大学,104.08248,30.63116,7
2018/4/20,1,成都东站,1,45,01:46,02:04,,四川省成都市成华区成都东站,104.141625,30.62886,,成都成华区成都东站,104.14078,30.62881,7
2018/4/20,1,一环路东二段,1,46,02:07,02:20,,四川省成都市成华区一环路东二段,104.101906,30.663195,,成都武侯区一环路,104.07616,30.6337,7
2018/4/20,1,高碑瑞苑,1,47,02:07,02:29,,四川省成都市武侯区高碑瑞苑,104.0052,30.627283,,成都武侯区高碑瑞苑,104.00463,30.62692,7
2018/4/20,1,四威大厦,1,48,02:13,02:40,,四川省成都市金牛区四威大厦,104.042138,30.684551,,成都金牛区四威大厦,104.04193,30.68468,7
2018/4/20,1,天香包点(天香店),1,48,02:17,02:40,,,,,,成都郫都区天香,103.99475,30.76004,7
2018/4/20,1,白云花园,1,47,02:19,02:29,,四川省成都市武侯区白云花园,104.085828,30.607707,,成都武侯区白云花园,104.08555,30.60792,7
2018/4/20,1,三四五时尚,1,49,02:19,02:39,,,,,,成都武侯区三四五时尚酒店,104.02472,30.62919,7
2018/4/20,1,茶店子,1,49,02:23,02:39,,四川省成都市金牛区茶店子,104.027434,30.697177,,成都成华区成华区,104.10194,30.65984,1
2018/4/20,1,南馨苑,1,49,02:25,02:39,,四川省成都市武侯区南馨苑,104.053627,30.612278,,成都武侯区南馨苑,104.05412,30.61235,7
2018/4/20,2,hewoo筑梦空间青年公寓(成都东站店),1,50,02:40,03:05,,,,,,成都成华区成都东站,104.14078,30.62881,7
2018/4/20,1,浅水半岛,1,50,02:40,03:05,,四川省成都市成华区浅水半岛,104.106125,30.686346,,成都成华区浅水半岛,104.10462,30.68464,7
2018/4/20,1,徒行陌客,1,51,02:51,03:04,,,,,,成都成华区成华区,104.10194,30.65984,1
2018/4/20,1,武侯祠,1,,03:03,,,四川省成都市武侯区武侯,104.048658,30.64542,,成都武侯区武侯祠,104.04759,30.64652,7
2018/4/20,1,西单商场,1,,03:04,,,四川省成都市青羊区西单商场,104.000441,30.674786,,成都青羊区西单商场(成都店),103.99989,30.67419,7
2018/4/20,1,撒哈拉何兮青年空间,1,,03:01,,,四川省成都市武侯区撒哈拉何兮青年空间,104.067413,30.643081,,成都武侯区成都撒哈拉·何兮青年空间,104.06741,30.64306,7
2018/4/20,1,高笋塘站,1,,03:10,,,四川省成都市金牛区高笋塘站,104.090515,30.693499,,成都金牛区高笋塘社区便民服务站,104.08892,30.69434,7
2018/4/21,1,首座万豪酒店,1,1,09:47,10:03,,四川省成都市武侯区首座万豪酒店,104.068868,30.586267,,成都成华区成华区,104.10194,30.65984,1
2018/4/21,1,环球汇天誉蔚蓝,1,2,10:03,10:15,,四川省成都市锦江区环球汇天誉蔚蓝,104.11275,30.6355,,成都锦江区环球汇·天誉,104.11381,30.63668,7
2018/4/21,2,新世纪环球购物广场,1,3,10:40,11:06,,四川省成都市武侯区新世纪环球,104.063392,30.568751,,成都金牛区新世纪,104.02041,30.68824,7
2018/4/21,1,紫东阳光一期,1,4,11:12,11:32,,四川省成都市成华区紫东阳光一期,104.111194,30.646022,,成都成华区成华区,104.10194,30.65984,1
2018/4/21,1,锦城宽窄精品主题服务公寓,1,4,11:27,11:32,,,,,,成都新都区锦城村,104.10745,30.87122,7
2018/4/21,1,琉璃一街站,1,5,11:47,12:19,,四川省成都市锦江区琉璃一街站,104.09588,30.60427,,成都锦江区锦源社区网络化服务管理工作站,104.096964,30.604613,7
2018/4/21,4,一路向北青年旅社,1,6,12:48,13:07,,四川省成都市金牛区e78青年旅社,104.04865,30.68345,,成都武侯区青年旅社,104.0338,30.58364,7
2018/4/21,4,哈斯顿酒店,1,7,13:16,13:28,,,,,,成都青羊区成都哈斯顿酒店公寓,104.06972,30.66629,7
2018/4/21,2,联森酒店(宽窄巷子店),1,8,13:31,13:56,,四川省成都市龙泉驿区联森酒店,104.255722,30.561986,,成都金牛区宽窄巷子店,104.04314,30.66856,7
2018/4/21,2,春熙路南端步行街,1,9,14:26,14:49,,四川省成都市锦江区步行街,104.078328,30.655385,,成都锦江区春熙路,104.077,30.65557,7
2018/4/21,2,蓉城云熙精品度假公寓,1,10,15:51,16:15,,,,,,成都青羊区成都和花和月精品名宿公寓,104.071335,30.669462,7
2018/4/21,2,宽窄芙蓉精品度假公寓,1,11,15:56,16:15,,,,,,成都金牛区成都宽窄芙蓉精品度假公寓,104.048882,30.66893,7
2018/4/21,2,宽窄芙蓉精品度假公寓,1,11,15:56,16:15,,,,,,成都金牛区成都宽窄芙蓉精品度假公寓,104.048882,30.66893,7
2018/4/21,2,锦里小吃街,1,12,17:32,17:49,,四川省成都市武侯区锦里小吃街,104.049882,30.647148,,成都武侯区锦里小吃街,104.04968,30.64646,7
2018/4/21,1,全季酒店(成都高新店),1,13,18:14,18:37,,四川省成都市武侯区成都高新店,104.06613,30.54345,,成都成华区成华区,104.10194,30.65984,1
2018/4/21,1,高地中心,1,14,18:50,19:15,,四川省成都市成华区高地中心,104.104144,30.668813,,成都成华区高地中心,104.10405,30.66891,7
2018/4/21,4,天湖宾馆,1,15,19:24,19:36,,四川省成都市金牛区天湖宾馆,104.065848,30.684508,,成都金牛区成都天湖宾馆,104.06585,30.68438,7
2018/4/21,2,新鸿社区,1,16,20:10,20:36,,四川省成都市成华区新鸿社区,104.104019,30.660452,,成都成华区新鸿社区,104.10513,30.66077,7
2018/4/21,1,格兰威尔酒店(阳光地带东),1,17,20:18,20:39,,四川省成都市金牛区格兰威尔酒店,104.017316,30.692503,,成都金牛区阳光地带,104.01621,30.69229,7
2018/4/21,1,成都馨乐庭城南服务公寓,1,18,20:30,20:56,,四川省成都市武侯区馨乐庭城南服务公寓,104.066272,30.547026,,成都成华区成华区,104.10194,30.65984,1
2018/4/21,1,慕和南道,1,19,20:39,21:24,,四川省成都市双流区慕和南道,104.050862,30.528037,,成都成华区成华区,104.10194,30.65984,1
