日期,到达人数,目的地,能否定位,共乘序号,到达时间（验票时间）,上车时间,,高德 具体位置,经度,纬度,,腾讯 具体位置,经度,纬度,可信度(>7)可用
2018/4/22,4,富丽花园,1,11,17:47,17:58,,四川省成都市成华区富丽花园,104.073378,30.703406,,成都成华区富丽花园,104.07364,30.70357,7
2018/4/22,2,成都远洋太古里,1,12,18:00,18:26,,四川省成都市锦江区太古里,104.083736,30.652685,,成都锦江区成都远洋太古里,104.0822,30.65292,7
2018/4/22,1,蓝天小区,1,12,18:10,17:26,,四川省成都市武侯区蓝天小区,104.079089,30.610808,,成都武侯区蓝天小区,104.07759,30.61095,7
2018/4/22,4,美逸酒店,1,13,19:23,19:33,,四川省成都市武侯区美逸酒店,104.027023,30.623089,,成都武侯区美逸酒店,104.02715,30.62285,7
2018/4/22,1,地方电力局,1,14,19:45,20:01,,四川省成都市青羊区四川省地方电力局,104.034164,30.666598,,成都成华区成华区,104.10194,30.65984,1
2018/4/22,1,如家快捷酒店(成都电信路华西医大店),1,15,19:48,20:01,,四川省成都市武侯区华西医大店,104.063073,30.638876,,成都武侯区电信路,104.06194,30.64135,7
2018/4/22,1,锦江之星酒店(成都杜甫草堂店),1,14,19:46,20:01,,四川省成都市青羊区锦江之星旅馆,104.038291,30.655295,,成都青羊区杜甫草堂,104.02749,30.66221,7
2018/4/22,1,粼江峰阁,1,15,19:45,20:01,,四川省成都市锦江区粼江峰阁,104.093238,30.63845,,成都锦江区粼江峰阁,104.09183,30.63818,7
2018/4/22,1,棕榈泉费尔蒙酒店,1,16,19:48,20:00,,四川省成都市武侯区费尔蒙酒店,104.069811,30.554829,,成都武侯区成都棕榈泉费尔蒙酒店,104.07012,30.55306,7
2018/4/22,1,成都漫花园酒店,1,17,20:48,21:10,,四川省成都市金牛区丽豪花园酒店,104.012766,30.695171,,成都锦江区成都漫花园酒店,104.09826,30.62411,7
2018/4/22,1,天合汇锦城,1,18,20:52,21:10,,四川省成都市武侯区天合汇锦城,104.053746,30.557,,成都成华区成华区,104.10194,30.65984,1
2018/4/22,1,汉庭酒店(成都五大花园金雁路店),1,19,21:30,21:57,,四川省成都市崇州市汉庭酒店,103.696142,30.63542,,成都武侯区五大花园,104.00132,30.6562,7
2018/4/22,1,成都誉峰M4民宿,1,20,21:30,21:57,,四川省成都市,104.066541,30.572269,,成都武侯区成都誉峰m4民宿,104.057015,30.583043,7
2018/4/22,1,汉庭酒店(成都天府广场店),1,21,21:32,21:57,,四川省成都市青羊区汉庭快捷酒店,104.05955,30.658011,,成都成华区成华区,104.10194,30.65984,1
2018/4/22,1,左岸精品公寓喜年店,1,21,21:37,21:57,,四川省成都市锦江区成都左岸精品公寓,104.082429,30.650054,,成都锦江区左岸精品公寓喜年店,104.082428,30.650055,7
2018/4/22,2,赛云台北路7号院,1,22,21:54,22:20,,四川省成都市金牛区赛云台北路7号院,104.068498,30.706548,,成都金牛区赛云台北路7号,104.06788,30.70658,7
2018/4/22,2,正成财富,1,22,22:14,22:20,,四川省成都市锦江区正成财富,104.080583,30.660542,,成都锦江区正成财富,104.080705,30.660065,7
2018/4/22,2,成华街九号院,1,23,22:19,22:33,,四川省成都市金牛区成华街九号院,104.076975,30.681597,,成都金牛区成华街9号,104.07704,30.68128,7
2018/4/22,2,成都太古里精品酒店公寓,1,23,22:19,21:33,,四川省成都市锦江区太古里,104.083726,30.653334,,成都锦江区成都太古里精品酒店公寓,104.0825,30.65022,7
2018/4/22,1,金地金沙府邸,1,24,22:36,23:04,,四川省成都市青羊区金地金沙府,104.007164,30.696085,,成都青羊区金地·金沙府邸,104.00602,30.69685,7
2018/4/22,1,客道酒店,1,24,22:54,23:04,,四川省成都市武侯区客道酒店,104.080489,30.642166,,成都武侯区客道酒店,104.08051,30.64222,7
2018/4/22,1,华润凤凰城3期,1,25,22:51,23:14,,四川省成都市武侯区华润凤凰城3期,104.053193,30.554916,,成都武侯区凤凰城三期,104.05223,30.5546,7
2018/4/22,1,河滨丽苑,1,26,23:05,23:29,,四川省成都市成华区河滨丽苑,104.073225,30.710726,,成都成华区河滨丽苑,104.07315,30.71039,7
2018/4/22,1,河滨雅苑,1,26,23:08,23:29,,四川省成都市锦江区河滨雅苑,104.096109,30.62504,,成都锦江区河滨雅苑,104.09607,30.6251,7
2018/4/22,1,流星花园6栋,1,26,23:07,23:29,,四川省成都市锦江区流星花园,104.085582,30.651219,,成都锦江区流星花园,104.08575,30.65107,7
2018/4/22,1,金茂·光明城市-2号门,1,27,23:16,23:42,,四川省成都市双流区光明城市2号门,104.048191,30.526502,,成都双流区金茂·光明城市-二号门,104.04826,30.52656,7
2018/4/22,1,上东1号3期,1,28,23:24,23:38,,四川省成都市成华区上东1号,104.106853,30.71699,,成都成华区上东1号三期,104.108094,30.714952,7
2018/4/22,1,桐梓林壹号,1,29,23:24,23:43,,四川省成都市武侯区桐梓林壹号,104.056045,30.604285,,成都武侯区桐梓林,104.06536,30.61526,7
2018/4/22,1,誉峰东区,1,30,23:31,23:59,,四川省成都市武侯区誉峰东区,104.057467,30.584514,,成都武侯区誉峰·东区,104.05756,30.58468,7
2018/4/22,1,绿洲大酒店,1,31,23:37,00:00,,四川省成都市青羊区绿洲大酒店,104.074022,30.665473,,成都青羊区绿洲大酒店,104.07399,30.66545,7
2018/4/22,1,苏坡立交,1,30,23:46,23:59,,四川省成都市青羊区苏坡立交,103.990469,30.673707,,成都青羊区苏坡立交,103.9905,30.67375,7
2018/4/22,1,桂溪路中-公交车站,1,32,00:01,00:29,,四川省成都市武侯区桂溪路,104.08042,30.603156,,成都武侯区桂溪路,104.07978,30.60099,7
2018/4/22,1,成都宜家民宿火车南站店,1,32,00:15,00:29,,四川省成都市,104.066541,30.572269,,成都武侯区宜家民宿(成都火车南站店),104.059318,30.60551,7
2018/4/22,1,文翁华府,1,32,00:18,00:29,,四川省成都市青羊区文翁华府,104.055026,30.654181,,成都青羊区文翁华府,104.05508,30.65408,7
2018/4/22,1,国际花园,1,33,00:20,00:34,,四川省成都市锦江区锦海国际花园,104.086589,30.652515,,成都金牛区成都国际商贸城,104.07868,30.79097,7
2018/4/22,2,汇城港湾,1,34,00:18,00:42,,四川省成都市双流区汇城港湾,104.078517,30.546662,,成都武侯区汇城港湾,104.078621,30.546702,7
2018/4/22,1,成都途家斯维登服务公寓阳光米娅店,1,35,00:23,00:42,,四川省成都市成华区途家斯维登服务公寓,104.093307,30.670317,,成都成华区成华区,104.10194,30.65984,1
2018/4/22,1,成都东站,1,35,00:27,00:42,,四川省成都市成华区成都东站,104.141625,30.62886,,成都成华区成都东站,104.14078,30.62881,7
2018/4/22,1,如家快捷酒店(成都春熙路步行街店),1,35,00:38,00:42,,四川省成都市锦江区春熙路,104.07773,30.656547,,成都锦江区如家快捷酒店(成都春熙路步行街店),104.07748,30.65768,7
2018/4/22,1,蜀都花园,1,36,00:48,01:04,,四川省成都市锦江区蜀都花园,104.103625,30.644821,,成都锦江区蜀都花园,104.10353,30.64452,7
2018/4/22,1,如家快捷酒店(成都新鸿路店),1,36,00:47,01:04,,四川省成都市成华区新鸿路,104.104772,30.661888,,成都成华区成华区,104.10194,30.65984,1
2018/4/22,1,西林巷22号,1,37,01:00,01:21,,四川省成都市金牛区西林巷|22号,104.048806,30.682107,,成都金牛区西林巷22号,104.04882,30.68211,7
2018/4/22,1,成都都丽酒店(武侯祠锦里店),1,36,00:55,01:04,,四川省成都市,104.066541,30.572269,,成都武侯区都丽酒店(成都火车南站神仙树店),104.04846,30.61648,7
2018/4/22,1,绿地GIC一期,1,38,01:06,01:21,,四川省成都市武侯区绿地gic,104.079936,30.618148,,成都武侯区绿地GIC壹期,104.079724,30.617409,7
2018/4/22,1,凤翔云庭,1,38,01:10,01:21,,,,,,成都成华区成华区,104.10194,30.65984,1
2018/4/22,1,元度家居汇装饰有限公司(总部),1,38,01:15,01:21,,四川省成都市青羊区总部,103.928387,30.679338,,成都武侯区四川省元度家居汇装饰建材有限公司,104.04642,30.65154,7
2018/4/22,2,那些时光精品公寓,1,39,01:29,01:55,,,,,,成都青羊区成都那些时光精品公寓,104.0688,30.67258,7
2018/4/22,2,新良大酒店(上东大街店),1,39,01:43,01:55,,四川省成都市锦江区上东大街,104.084775,30.648527,,成都锦江区新良大酒店(上东大街店),104.07388,30.65393,7
2018/4/22,1,东通顺街26号,1,40,01:46,02:11,,四川省成都市青羊区东通顺街|26号,104.082383,30.669806,,成都青羊区东通顺街26号,104.08264,30.66994,7
2018/4/22,1,天晴国际青年客栈,1,41,01:46,02:11,,四川省成都市青羊区天晴国际青年客栈,104.042952,30.654906,,成都温江区青年客栈,103.81222,30.69191,7
2018/4/22,1,佳年华 时代晶座,1,42,01:49,02:12,,四川省成都市武侯区时代晶座,104.047631,30.543532,,成都武侯区佳年华,104.04762,30.64082,7
2018/4/22,1,状元府邸,1,41,01:55,02:11,,四川省成都市新都区状元府邸,104.178677,30.816293,,成都新都区状元府邸,104.17829,30.81655,7
2018/4/22,1,保利星座,1,42,02:02,02:12,,四川省成都市武侯区保利星座,104.045238,30.545978,,成都成华区成华区,104.10194,30.65984,1
2018/4/22,1,龙湖金楠时光,1,43,02:09,02:37,,四川省成都市武侯区龙湖金楠时光,103.993341,30.649394,,成都武侯区龙湖·金楠时光,103.99293,30.64936,7
2018/4/22,1,蜀郡,1,44,02:15,02:42,,,,,,成都成华区成华区,104.10194,30.65984,1
2018/4/22,1,金贸光明城市,1,44,02:27,02:42,,四川省成都市双流区光明城市,104.046359,30.527427,,成都双流区光明城市,104.04699,30.52775,7
2018/4/22,2,比华利国际3期,1,45,02:31,02:56,,四川省成都市锦江区国际3期,104.127702,30.618035,,成都成华区成华区,104.10194,30.65984,1
2018/4/22,2,招商银行(金沙支行),1,46,02:25,02:37,,四川省成都市青羊区招商银行(成都金沙支行),104.007633,30.677631,,成都青羊区金沙,104.01189,30.68049,7
2018/4/22,1,成科路9号院,1,,02:58,,,四川省成都市武侯区成科路9号院,104.069651,30.627803,,成都武侯区成科路9号,104.06939,30.62774,7
2018/4/23,1,上东花园四组团,1,1,09:10,09:35,,四川省成都市锦江区上东花园四组团,104.108368,30.601135,,成都锦江区上东花园四组团,104.10829,30.6016,7
2018/4/23,1,如家精选酒店(成都春熙路盐市口店),1,2,10:10,10:20,,四川省成都市武侯区如家精选酒店,104.074994,30.642407,,成都锦江区春熙路,104.077,30.65557,7
2018/4/23,1,香槟广场,1,3,10:17,10:40,,四川省成都市锦江区香槟广场,104.07948,30.652544,,成都锦江区香槟广场,104.07886,30.65243,7
2018/4/23,1,锦江之星酒店(成都金仙桥店),1,4,10:51,11:15,,四川省成都市金牛区锦江之星酒店,104.052196,30.67722,,成都金牛区金仙桥,104.05564,30.67877,7
2018/4/23,1,全季酒店(春熙路太古里酒店),1,4,10:57,11:15,,四川省成都市锦江区太古里酒店,104.08493,30.651925,,成都锦江区岷山安逸大酒店(成都春熙太古里店),104.07731,30.65488,7
2018/4/23,1,全季酒店(春熙路太古里酒店),1,4,10:57,11:15,,四川省成都市锦江区太古里酒店,104.08493,30.651925,,成都锦江区岷山安逸大酒店(成都春熙太古里店),104.07731,30.65488,7
2018/4/23,1,成都南站,1,5,11:41,12:03,,四川省成都市武侯区成都南站,104.068464,30.605893,,成都武侯区成都南站,104.06609,30.60738,7
2018/4/23,1,世代锦江国际酒店,1,6,12:40,13:04,,四川省成都市锦江区世代锦江国际酒店,104.061731,30.647914,,成都锦江区世代锦江国际酒店,104.06147,30.64791,7
2018/4/23,4,天府丽都喜来登饭店,1,7,14:36,14:44,,四川省成都市青羊区天府丽都喜来登饭店,104.066453,30.664926,,成都青羊区天府丽都喜来登饭店-健身中心,104.06603,30.66508,7
2018/4/23,4,世纪城,1,8,14:37,14:44,,四川省成都市武侯区世纪城,104.071362,30.556128,,成都成华区成华区,104.10194,30.65984,1
2018/4/23,1,成都宽窄芙蓉精品度假公寓,1,9,16:18,16:29,,,,,,成都金牛区成都宽窄雅居客栈,104.04874,30.66922,7
2018/4/23,1,桔子酒店精选(成都顺城店),1,9,16:19,16:29,,四川省成都市青羊区桔子酒店精选,104.072594,30.666769,,成都新都区顺城,104.126025,30.784935,7
2018/4/23,1,光明城市,1,9,16:22,16:29,,四川省成都市双流区光明城市,104.046359,30.527427,,成都双流区光明城市,104.04699,30.52775,7
2018/4/23,1,布衣客栈(成都软件园店),1,10,17:23,17:49,,四川省成都市武侯区布衣客栈,104.073978,30.541532,,成都武侯区成都,104.05607,30.64173,7
2018/4/23,2,太古里河畔亚朵酒店,1,11,18:12,18:18,,四川省成都市青羊区成都武侯祠亚朵酒店,104.056109,30.65043,,成都成华区成华区,104.10194,30.65984,1
2018/4/23,2,加州一号酒店,1,11,17:56,18:18,,四川省成都市金牛区酒店,104.042722,30.686107,,成都成华区成华区,104.10194,30.65984,1
2018/4/23,1,摩登s酒店,1,12,18:23,18:33,,,,,,成都双流区摩登时代网咖,103.92231,30.57791,7
2018/4/23,1,交大归谷建设派,1,13,19:11,19:30,,四川省成都市成华区建设派,104.107123,30.667016,,成都成华区交大·归谷建设派,104.12791,30.68393,7
2018/4/23,4,成都武侯祠亚朵酒店,1,14,19:44,19:56,,四川省成都市武侯区亚朵酒店,104.066156,30.543757,,成都青羊区成都武侯祠亚朵酒店,104.05589,30.65069,7
2018/4/23,2,成都季风客栈青年旅舍,1,15,20:17,20:41,,四川省成都市武侯区季风客栈青年旅舍,104.049297,30.636317,,成都武侯区季风青年旅舍,104.04882,30.63634,7
2018/4/23,1,汇翠园,1,15,20:23,20:41,,四川省成都市武侯区汇翠园,104.050054,30.592569,,成都双流区成都铭汇国际汽配商城,103.93721,30.59177,7
2018/4/23,1,仁和春天国际花园,1,16,20:31,20:57,,四川省成都市武侯区仁和春天国际花园,104.052363,30.58677,,成都武侯区仁和春天国际花园,104.05264,30.58613,7
2018/4/23,1,成都博客庄园禅茶酒店,1,17,20:39,20:58,,四川省成都市成华区博客庄园禅茶酒店,104.103546,30.712563,,成都成华区博客庄园酒店,104.10344,30.71267,7
2018/4/23,1,茶店子地铁站,1,17,20:37,20:58,,四川省成都市金牛区茶店子地铁站,104.013692,30.705986,,成都金牛区茶店子[地铁站],104.030457,30.696017,7
2018/4/23,1,东安南路17号大院,1,18,21:02,21:24,,四川省成都市锦江区东安南路17号大院,104.089047,30.655837,,成都锦江区东安南路17号,104.08901,30.65573,7
2018/4/23,1,罗浮世家,1,19,21:26,21:48,,四川省成都市武侯区罗浮世家,104.038171,30.635983,,成都武侯区罗浮世家,104.03837,30.63804,7
2018/4/23,1,汉庭酒店(武侯店),1,19,21:44,21:48,,四川省成都市武侯区原汉庭酒店,104.077408,30.623054,,成都成华区成华区,104.10194,30.65984,1
2018/4/23,1,明宇尚庭主题公寓,1,20,21:50,22:05,,四川省成都市武侯区明宇尚庭主题公寓,104.058295,30.560051,,成都武侯区成都明宇尚庭主题公寓,104.05904,30.55951,7
2018/4/23,1,星逸酒店,1,21,21:54,22:14,,四川省成都市青羊区星逸酒店,104.077251,30.668525,,成都青羊区星逸酒店,104.07747,30.66844,7
2018/4/23,1,春熙路,1,21,22:01,22:14,,四川省成都市锦江区春熙路,104.078304,30.657437,,成都锦江区春熙路,104.077,30.65557,7
2018/4/23,1,锦江之星酒店(成都白果林地铁站店),1,21,22:05,22:14,,四川省成都市金牛区锦江之星酒店,104.032356,30.675341,,成都成华区成华区,104.10194,30.65984,1
2018/4/23,2,成都雅住158连锁酒店锦华店,1,22,22:09,22:39,,四川省成都市锦江区雅住158连锁酒店,104.098769,30.605727,,成都锦江区成都雅住158连锁酒店(锦华店),104.09888,30.60588,7
2018/4/23,1,财富又一城,1,23,22:33,22:59,,四川省成都市成华区财富又一城,104.095189,30.67867,,成都成华区财富又一城,104.09581,30.67929,7
2018/4/23,1,千居朝阳,1,23,22:41,22:59,,四川省成都市成华区千居朝阳,104.123289,30.648229,,成都成华区千居朝阳,104.12365,30.64964,7
2018/4/23,1,碧云天,1,24,22:49,23:17,,四川省成都市青白江区碧云天,104.258872,30.889761,,成都武侯区碧云天,104.0312,30.63993,7
2018/4/23,1,维也纳酒店(成都春熙路李家沱地铁站店),1,25,22:54,23:19,,四川省成都市锦江区春熙路,104.077758,30.65552,,成都锦江区春熙路,104.077,30.65557,7
2018/4/23,1,中国邮政储蓄银行(天福街支行),1,25,22:12,23:19,,四川省成都市大邑县天福街,103.615928,30.511215,,成都成华区成华区,104.10194,30.65984,1
2018/4/23,1,抚琴西南路,1,26,23:20,23:43,,四川省成都市金牛区抚琴西南路,104.03873,30.676243,,成都金牛区抚琴西南路,104.0393,30.67596,7
2018/4/23,2,致瑞雅苑B区,1,27,23:35,23:59,,四川省成都市锦江区致瑞雅苑b区,104.106301,30.609827,,成都锦江区致瑞雅苑B区,104.10622,30.61019,7
2018/4/23,2,天遇酒店,1,28,23:42,00:09,,,,,,成都成华区成华区,104.10194,30.65984,1
2018/4/23,1,宽窄巷子,1,28,23:43,00:09,,四川省成都市青羊区宽窄巷子,104.053617,30.663833,,成都青羊区宽窄巷子,104.050671,30.665409,7
2018/4/23,1,四川省林业干部学校,1,27,23:50,23:59,,四川省成都市锦江区林业干部学校,104.118256,30.630806,,成都成华区成华区,104.10194,30.65984,1
2018/4/23,1,品香四季酒店,1,29,00:21,,,四川省成都市武侯区品香四季酒店,104.068297,30.552391,,成都成华区成华区,104.10194,30.65984,1
2018/4/23,1,品香四季酒店,1,29,00:21,,,四川省成都市武侯区品香四季酒店,104.068297,30.552391,,成都成华区成华区,104.10194,30.65984,1
2018/4/23,4,成都有客rex电影主题精品酒店,1,30,00:17,00:29,,四川省成都市锦江区成都有客rex电影主题精品酒店,104.077107,30.657086,,成都锦江区成都有客REX电影主题精品酒店,104.077286,30.656946,7
2018/4/23,1,紫荆名苑,1,31,00:16,00:28,,四川省成都市武侯区紫荆名苑,104.050372,30.615803,,成都成华区成华区,104.10194,30.65984,1
2018/4/23,1,如家快捷酒店(成都玉沙路店),1,31,00:15,00:28,,四川省成都市青羊区玉沙路,104.08391,30.665199,,成都锦江区玉沙路社区,104.08335,30.66508,7
2018/4/23,2,成都加悦精品酒店公寓,1,31,00:11,00:28,,四川省成都市锦江区成都锦城优美酒店公寓,104.0675,30.6548,,成都锦江区加悦酒店公寓,104.06741,30.65491,7
2018/4/23,4,成都帝盛君豪酒店,1,32,00:25,00:38,,四川省成都市青羊区帝盛君豪酒店,104.067521,30.667568,,成都成华区成华区,104.10194,30.65984,1
2018/4/23,2,春熙里酒店(联升巷),1,33,00:17,00:29,,四川省成都市锦江区春熙里酒店,104.078171,30.654518,,成都锦江区春熙里酒店,104.07832,30.65441,7
2018/4/23,2,成都记忆旅行度假短租公寓(春熙店),1,33,00:20,00:29,,四川省成都市锦江区成都记忆旅行度假短租公寓,104.086342,30.66153,,成都锦江区成都周末度假短租公寓(春熙店),104.08636,30.66114,7
2018/4/23,1,春熙路,1,34,00:33,00:39,,四川省成都市锦江区春熙路,104.078304,30.657437,,成都锦江区春熙路,104.077,30.65557,7
2018/4/23,1,春熙路,1,34,00:33,00:39,,四川省成都市锦江区春熙路,104.078304,30.657437,,成都锦江区春熙路,104.077,30.65557,7
2018/4/23,2,成都维尼酒店式公寓,1,34,00:27,00:39,,,,,,成都成华区成华区,104.10194,30.65984,1
2018/4/23,1,速8酒店(成都茶店子店),1,35,00:36,00:54,,四川省成都市金牛区茶店子店,104.028173,30.698518,,成都成华区成华区,104.10194,30.65984,1
2018/4/23,2,新世纪广场,1,35,00:41,00:53,,四川省成都市青羊区新世纪广场,104.070042,30.667657,,成都青羊区新世纪广场,104.07003,30.6674,7
2018/4/23,1,建发天府鹭洲,1,36,00:36,00:58,,四川省成都市武侯区建发天府鹭洲,104.038396,30.552402,,成都武侯区建发·天府鹭洲,104.03856,30.55234,7
2018/4/23,1,鼎云顺城,1,37,00:46,01:06,,四川省成都市青羊区鼎云顺城,104.071238,30.669794,,成都青羊区融城云熙,104.07143,30.66938,7
2018/4/23,2,成都瑞思特酒店,1,37,00:56,01:06,,四川省成都市锦江区瑞思特酒店,104.081283,30.660197,,成都成华区成华区,104.10194,30.65984,1
2018/4/23,1,成都瑞思特酒店,1,37,00:56,01:06,,四川省成都市锦江区瑞思特酒店,104.081283,30.660197,,成都成华区成华区,104.10194,30.65984,1
2018/4/23,4,成都仁和春天酒店(二环路店),1,38,01:04,01:14,,四川省成都市青羊区仁和春天酒店,104.019956,30.662995,,成都成华区SM广场(二环路店),104.112359,30.66865,7
2018/4/23,1,成都行者居别墅客栈——格桑店,1,39,01:14,01:38,,,,,,成都武侯区成都行者居别墅客栈(格桑店),104.00209,30.65291,7
2018/4/23,2,星城银座,1,40,01:23,01:45,,四川省成都市锦江区星城银座,104.07657,30.649417,,成都锦江区星城银座,104.07672,30.64952,7
2018/4/23,1,四川师范大学,1,41,01:47,02:11,,四川省成都市锦江区四川师范大学,104.122659,30.611335,,成都锦江区四川师范大学,104.12052,30.60828,7
2018/4/23,1,如家快捷酒店(成都双桥子经华北路店),1,41,01:52,02:11,,四川省成都市成华区经华北路,104.107192,30.646828,,成都成华区经华北路,104.10861,30.64909,7
2018/4/23,1,维也纳酒店(成都春熙路天府广场地铁站店),1,42,01:52,02:12,,四川省成都市青羊区天府广场地铁站店,104.065751,30.657453,,成都青羊区天府广场,104.06506,30.6575,7
2018/4/23,1,武侯区盛世路,1,43,01:50,02:12,,四川省成都市武侯区盛世路,104.01861,30.632843,,成都武侯区盛世路,104.02128,30.63056,7
2018/4/23,1,龙湖金楠天街,1,43,01:57,02:12,,四川省成都市武侯区龙湖金楠天街,103.996524,30.648874,,成都武侯区龙湖金楠天街,103.99537,30.6476,7
2018/4/23,1,成都乐居青年公寓,1,41,02:00,02:11,,,,,,成都成华区成都乐居青年公寓,104.14403,30.62945,7
2018/4/23,1,武侯祠亚朵酒店,1,42,02:02,02:12,,四川省成都市武侯区亚朵酒店,104.066156,30.543757,,成都武侯区武侯祠,104.04759,30.64652,7
2018/4/23,2,有客REX电影主题,1,42,02:02,02:12,,,,,,成都锦江区成都有客REX电影主题精品酒店,104.077286,30.656946,7
2018/4/23,4,橙话馨语复式,1,44,02:08,02:20,,,,,,成都锦江区成都橙话馨语复式,104.085564,30.651194,7
2018/4/23,1,群宁街,1,43,02:07,02:12,,四川省成都市青羊区群宁街,104.02062,30.665348,,成都青羊区群宁街,104.02064,30.66535,7
2018/4/23,1,全季酒店(成都太古里滨江路店),1,45,02:16,02:43,,四川省成都市锦江区全季酒店,104.079441,30.657369,,成都新都区滨江路,104.02113,30.87691,7
2018/4/23,1,新品汉庭酒店成都新会展中心店,1,46,02:18,02:37,,四川省成都市武侯区成都新会展中心店,104.0446,30.546833,,成都武侯区新会展中心,104.058815,30.559449,7
2018/4/23,1,海友酒店(成都玉沙路店),1,47,02:18,02:28,,四川省成都市青羊区玉沙路,104.08391,30.665199,,成都锦江区玉沙路社区,104.08335,30.66508,7
2018/4/23,1,猛追湾,1,47,02:20,02:27,,四川省成都市成华区猛追湾,104.096916,30.662899,,成都锦江区猛追湾,104.09511,30.66466,7
2018/4/23,1,东大街下东大街段,1,48,02:30,02:50,,四川省成都市锦江区东大街下东大街段,104.081219,30.650957,,成都郫都区东大街,103.88861,30.80651,7
2018/4/23,2,东站,1,49,02:28,02:50,,四川省成都市武侯区东站,104.005989,30.651649,,成都成华区成都东站,104.14078,30.62881,7
2018/4/23,1,成都漫果酒店公寓,1,48,02:37,02:50,,四川省成都市锦江区成都漫果酒店公寓,104.06742,30.654855,,成都锦江区漫果酒店公寓(成都天府广场店),104.06751,30.65481,7
2018/4/23,1,乐浮国际青年旅社,1,48,02:28,02:50,,四川省成都市青羊区乐浮国际青年旅社,104.079506,30.668671,,成都武侯区青年旅社,104.0338,30.58364,7
2018/4/23,1,安逸酒店(成都宽窄巷子西店),1,48,02:39,02:50,,四川省成都市金牛区成都宽窄巷子西店,104.041667,30.676028,,成都青羊区宽窄巷子,104.050671,30.665409,7
2018/4/23,1,御府花都A区,1,49,02:42,02:50,,四川省成都市武侯区御府花都a区,104.070411,30.59552,,成都武侯区御府花都(A区),104.07026,30.59495,7
2018/4/23,1,元景路99号,1,50,02:43,03:06,,四川省成都市双流区元景路|99号,104.051549,30.530383,,成都双流区元景路99号,104.05102,30.53133,7
2018/4/23,1,如家精选酒店(成都春熙路盐市口店),1,51,02:50,03:11,,四川省成都市武侯区如家精选酒店,104.074994,30.642407,,成都锦江区春熙路,104.077,30.65557,7
2018/4/23,1,成都帽魅·臻选精品主题服务公寓,1,51,02:55,03:11,,,,,,成都青羊区成都帽魅臻选精品主题服务公寓,104.07129,30.66933,7
2018/4/23,2,浆洗街4号,1,52,02:59,03:06,,四川省成都市锦江区浆洗街|4号,104.058415,30.644657,,成都武侯区浆洗街4号,104.05718,30.64178,7
2018/4/23,1,电力职业培训中心,1,52,02:58,03:06,,,,,,成都青羊区成都市水利电力勘测设计院,103.95472,30.68379,7
2018/4/23,1,博爱医院,1,53,02:56,03:07,,四川省成都市锦江区博爱医院,104.087717,30.6534,,成都锦江区成都博爱医院,104.0877,30.65337,7
2018/4/24,1,星宇·蜀居主题酒店(成都春熙路太古里店),1,1,09:43,10:10,,四川省成都市锦江区春熙路,104.078304,30.657437,,成都锦江区星宇蜀居主题酒店,104.07861,30.65894,7
2018/4/24,1,一品天下,1,1,09:48,10:10,,四川省成都市金牛区一品天下,104.02073,30.688654,,成都成华区成华区,104.10194,30.65984,1
2018/4/24,1,中铁二院职工食堂,1,1,10:02,10:10,,四川省成都市金牛区中铁二院职工食堂,104.059349,30.682298,,成都青羊区中铁二院,103.98199,30.66949,7
2018/4/24,4,西姆善居酒店,1,2,10:23,10:37,,,,,,成都青羊区西姆善居酒店(蓉城楼店),104.06148,30.65461,7
2018/4/24,1,雅颂居-2期,1,3,10:36,11:03,,四川省成都市武侯区雅颂居2期,104.044915,30.552357,,成都武侯区雅颂居二期,104.04486,30.55445,7
2018/4/24,1,新里维多利亚公寓,1,4,10:50,11:18,,四川省成都市郫都区新里,103.987671,30.730944,,成都武侯区新里维多利亚公寓,104.04147,30.61378,7
2018/4/24,2,成都斯维登度假公寓(力迅领筑商务区),1,5,11:44,12:07,,四川省成都市武侯区斯维登度假公寓,104.012978,30.647972,,成都青羊区途家斯维登度假公寓(力迅领筑店),104.06009,30.65388,7
2018/4/24,,红树湾,1,6,12:16,12:39,,四川省成都市双流区红树湾,104.08312,30.548252,,成都武侯区红树湾,104.08288,30.54778,7
2018/4/24,,成都长江公寓(会展店),1,7,13:26,13:43,,四川省成都市金牛区长江公寓,104.091659,30.675364,,成都武侯区成都长江公寓(会展店),104.06797,30.554604,7
2018/4/24,,世纪城,1,7,13:21,13:43,,四川省成都市武侯区世纪城,104.071362,30.556128,,成都成华区成华区,104.10194,30.65984,1
2018/4/24,2,武侯祠,1,8,13:28,13:43,,四川省成都市武侯区武侯,104.048658,30.64542,,成都武侯区武侯祠,104.04759,30.64652,7
2018/4/24,4,西姆善居酒店,1,9,13:24,13:43,,,,,,成都青羊区西姆善居酒店(蓉城楼店),104.06148,30.65461,7
2018/4/24,1,东风路,1,10,14:18,14:42,,四川省成都市简阳市东风路,104.553194,30.383293,,成都郫都区东风路,104.02005,30.76636,7
2018/4/24,1,桔子酒店精选(武侯祠店),1,10,14:23,14:42,,四川省成都市武侯区桔子酒店精选,104.048732,30.643515,,成都武侯区中国社会保险,104.04908,30.6441,7
2018/4/24,1,华润广场-a座,1,11,16:15,16:37,,四川省成都市锦江区华润广场|A座,104.089729,30.61968,,成都锦江区华润广场,104.09021,30.61982,7
