日期,到达人数,到达时间（验票时间）,辅助列,,
2018/4/21,1,21:53,21.5,,
2018/4/21,1,21:52,21.5,,
2018/4/21,2,22:02,22,,
2018/4/21,1,22:59,22.5,,
2018/4/21,1,23:04,23,,
2018/4/21,1,23:17,23,,
2018/4/21,1,23:17,23,,
2018/4/21,1,23:41,23.5,,
2018/4/21,1,23:53,23.5,,
2018/4/21,1,23:55,23.5,,
2018/4/21,1,23:57,23.5,,
2018/4/21,1,0:03,0,,
2018/4/21,1,0:03,0,,
2018/4/21,1,0:03,0,,
2018/4/21,1,0:10,0,,
2018/4/21,1,0:12,0,,
2018/4/21,1,0:22,0,,
2018/4/21,1,0:24,0,,
2018/4/21,1,0:25,0,,
2018/4/21,1,0:25,0,,
2018/4/21,2,0:46,0.5,,
2018/4/21,1,0:50,0.5,,
2018/4/21,1,1:16,1,,
2018/4/21,2,1:17,1,,
2018/4/21,1,1:21,1,,
2018/4/21,1,1:26,1,,
2018/4/21,1,1:27,1,,
2018/4/21,1,1:38,1.5,,
2018/4/21,1,1:44,1.5,,
2018/4/21,1,1:47,1.5,,
2018/4/21,1,1:49,1.5,,
2018/4/21,1,2:13,2,,
2018/4/21,1,2:28,2,,
2018/4/21,2,2:43,2.5,,
2018/4/21,1,2:46,2.5,,
2018/4/21,2,2:49,2.5,,
2018/4/21,1,2:51,2.5,,
2018/4/22,1,9:25,9,,
2018/4/22,2,10:47,10.5,,
2018/4/22,2,9:52,9.5,,
2018/4/22,1,10:38,10.5,,
2018/4/22,1,11:29,11,,
2018/4/22,4,13:39,13.5,,
2018/4/22,1,14:49,14.5,,
2018/4/22,1,14:52,14.5,,
2018/4/22,2,14:08,14,,
2018/4/22,1,15:45,15.5,,
2018/4/22,1,16:38,16.5,,
2018/4/22,1,17:07,17,,
2018/4/22,2,16:57,16.5,,
2018/4/22,4,17:47,17.5,,
2018/4/22,2,18:00,18,,
2018/4/22,1,18:10,18,,
2018/4/22,4,19:23,19,,
2018/4/22,1,19:45,19.5,,
2018/4/22,1,19:48,19.5,,
2018/4/22,1,19:46,19.5,,
2018/4/22,1,19:45,19.5,,
2018/4/22,1,19:48,19.5,,
2018/4/22,1,20:48,20.5,,
2018/4/22,1,20:52,20.5,,
2018/4/22,1,21:30,21.5,,
2018/4/22,1,21:30,21.5,,
2018/4/22,1,21:32,21.5,,
2018/4/22,1,21:37,21.5,,
2018/4/22,2,21:54,21.5,,
2018/4/22,2,22:14,22,,
2018/4/22,2,22:19,22,,
2018/4/22,2,22:19,22,,
2018/4/22,1,22:36,22.5,,
2018/4/22,1,22:54,22.5,,
2018/4/22,1,22:51,22.5,,
2018/4/22,1,23:05,23,,
2018/4/22,1,23:08,23,,
2018/4/22,1,23:07,23,,
2018/4/22,1,23:16,23,,
2018/4/22,1,23:24,23,,
2018/4/22,1,23:24,23,,
2018/4/22,1,23:31,23.5,,
2018/4/22,1,23:37,23.5,,
2018/4/22,1,23:46,23.5,,
2018/4/22,1,0:01,0,,
2018/4/22,1,0:15,0,,
2018/4/22,1,0:18,0,,
2018/4/22,1,0:20,0,,
2018/4/22,2,0:18,0,,
2018/4/22,1,0:23,0,,
2018/4/22,1,0:27,0,,
2018/4/22,1,0:38,0.5,,
2018/4/22,1,0:48,0.5,,
2018/4/22,1,0:47,0.5,,
2018/4/22,1,1:00,1,,
2018/4/22,1,0:55,0.5,,
2018/4/22,1,1:06,1,,
2018/4/22,1,1:10,1,,
2018/4/22,1,1:15,1,,
2018/4/22,2,1:29,1,,
2018/4/22,2,1:43,1.5,,
2018/4/22,1,1:46,1.5,,
2018/4/22,1,1:46,1.5,,
2018/4/22,1,1:49,1.5,,
2018/4/22,1,1:55,1.5,,
2018/4/22,1,2:02,2,,
2018/4/22,1,2:09,2,,
2018/4/22,1,2:15,2,,
2018/4/22,1,2:27,2,,
2018/4/22,2,2:31,2.5,,
2018/4/22,2,2:25,2,,
2018/4/22,1,2:58,2.5,,
2018/4/23,1,9:10,9,,
2018/4/23,1,10:10,10,,
2018/4/23,1,10:17,10,,
2018/4/23,1,10:51,10.5,,
2018/4/23,1,10:57,10.5,,
2018/4/23,1,10:57,10.5,,
2018/4/23,1,11:41,11.5,,
2018/4/23,1,12:40,12.5,,
2018/4/23,4,14:36,14.5,,
2018/4/23,4,14:37,14.5,,
2018/4/23,1,16:18,16,,
2018/4/23,1,16:19,16,,
2018/4/23,1,16:22,16,,
2018/4/23,1,17:23,17,,
2018/4/23,2,18:12,18,,
2018/4/23,2,17:56,17.5,,
2018/4/23,1,18:23,18,,
2018/4/23,1,19:11,19,,
2018/4/23,4,19:44,19.5,,
2018/4/23,2,20:17,20,,
2018/4/23,1,20:23,20,,
2018/4/23,1,20:31,20.5,,
2018/4/23,1,20:39,20.5,,
2018/4/23,1,20:37,20.5,,
2018/4/23,1,21:02,21,,
2018/4/23,1,21:26,21,,
2018/4/23,1,21:44,21.5,,
2018/4/23,1,21:50,21.5,,
2018/4/23,1,21:54,21.5,,
2018/4/23,1,22:01,22,,
2018/4/23,1,22:05,22,,
2018/4/23,2,22:09,22,,
2018/4/23,1,22:33,22.5,,
2018/4/23,1,22:41,22.5,,
2018/4/23,1,22:49,22.5,,
2018/4/23,1,22:54,22.5,,
2018/4/23,1,22:12,22,,
2018/4/23,1,23:20,23,,
2018/4/23,2,23:35,23.5,,
2018/4/23,2,23:42,23.5,,
2018/4/23,1,23:43,23.5,,
2018/4/23,1,23:50,23.5,,
2018/4/23,1,0:21,0,,
2018/4/23,1,0:21,0,,
2018/4/23,4,0:17,0,,
2018/4/23,1,0:16,0,,
2018/4/23,1,0:15,0,,
2018/4/23,2,0:11,0,,
2018/4/23,4,0:25,0,,
2018/4/23,2,0:17,0,,
2018/4/23,2,0:20,0,,
2018/4/23,1,0:33,0.5,,
2018/4/23,1,0:33,0.5,,
2018/4/23,2,0:27,0,,
2018/4/23,1,0:36,0.5,,
2018/4/23,2,0:41,0.5,,
2018/4/23,1,0:36,0.5,,
2018/4/23,1,0:46,0.5,,
2018/4/23,2,0:56,0.5,,
2018/4/23,1,0:56,0.5,,
2018/4/23,4,1:04,1,,
2018/4/23,1,1:14,1,,
2018/4/23,2,1:23,1,,
2018/4/23,1,1:47,1.5,,
2018/4/23,1,1:52,1.5,,
2018/4/23,1,1:52,1.5,,
2018/4/23,1,1:50,1.5,,
2018/4/23,1,1:57,1.5,,
2018/4/23,1,2:00,2,,
2018/4/23,1,2:02,2,,
2018/4/23,2,2:02,2,,
2018/4/23,4,2:08,2,,
2018/4/23,1,2:07,2,,
2018/4/23,1,2:16,2,,
2018/4/23,1,2:18,2,,
2018/4/23,1,2:18,2,,
2018/4/23,1,2:20,2,,
2018/4/23,1,2:30,2.5,,
2018/4/23,2,2:28,2,,
2018/4/23,1,2:37,2.5,,
2018/4/23,1,2:28,2,,
2018/4/23,1,2:39,2.5,,
2018/4/23,1,2:42,2.5,,
2018/4/23,1,2:43,2.5,,
2018/4/23,1,2:50,2.5,,
2018/4/23,1,2:55,2.5,,
2018/4/23,2,2:59,2.5,,
2018/4/23,1,2:58,2.5,,
2018/4/23,1,2:56,2.5,,
2018/4/24,1,9:43,9.5,,
2018/4/24,1,9:48,9.5,,
2018/4/24,1,10:02,10,,
2018/4/24,4,10:23,10,,
2018/4/24,1,10:36,10.5,,
2018/4/24,1,10:50,10.5,,
2018/4/24,2,11:44,11.5,,
2018/4/24,1,12:16,12,,
2018/4/24,1,13:26,13,,
2018/4/24,1,13:21,13,,
2018/4/24,2,13:28,13,,
2018/4/24,4,13:24,13,,
2018/4/24,1,14:18,14,,
2018/4/24,1,14:23,14,,
2018/4/24,1,16:15,16,,
2018/4/24,1,16:14,16,,
2018/4/24,1,16:43,16.5,,
2018/4/24,2,16:48,16.5,,
2018/4/24,4,17:34,17.5,,
2018/4/24,1,17:50,17.5,,
2018/4/24,1,18:09,18,,
2018/4/24,1,18:04,18,,
2018/4/24,1,18:53,18.5,,
2018/4/24,1,20:32,20.5,,
2018/4/24,2,21:09,21,,
2018/4/24,1,20:49,20.5,,
2018/4/24,1,21:47,21.5,,
2018/4/24,1,21:59,21.5,,
2018/4/24,1,22:00,22,,
2018/4/24,1,22:31,22.5,,
2018/4/24,1,22:41,22.5,,
2018/4/24,1,22:59,22.5,,
2018/4/24,1,22:58,22.5,,
2018/4/24,2,23:16,23,,
2018/4/24,1,23:39,23.5,,
2018/4/24,2,23:46,23.5,,
2018/4/24,1,23:52,23.5,,
2018/4/24,2,23:59,23.5,,
2018/4/24,1,23:59,23.5,,
2018/4/24,1,0:11,0,,
2018/4/24,2,0:11,0,,
2018/4/24,1,0:20,0,,
2018/4/24,2,0:30,0.5,,
2018/4/24,1,0:39,0.5,,
2018/4/24,1,0:41,0.5,,
2018/4/24,2,0:43,0.5,,
2018/4/24,1,0:45,0.5,,
2018/4/24,1,0:55,0.5,,
2018/4/24,1,1:15,1,,
2018/4/24,1,1:14,1,,
2018/4/24,1,1:29,1,,
2018/4/24,1,1:29,1,,
2018/4/24,1,1:37,1.5,,
2018/4/24,1,1:39,1.5,,
2018/4/24,1,1:35,1.5,,
2018/4/24,1,1:42,1.5,,
2018/4/24,1,1:44,1.5,,
2018/4/24,1,1:41,1.5,,
2018/4/24,1,1:50,1.5,,
2018/4/24,1,1:59,1.5,,
2018/4/24,2,1:54,1.5,,
2018/4/24,1,2:01,2,,
2018/4/24,2,2:14,2,,
2018/4/24,1,2:10,2,,
2018/4/24,2,2:20,2,,
2018/4/24,1,2:30,2.5,,
2018/4/24,1,2:33,2.5,,
2018/4/24,1,2:38,2.5,,
2018/4/24,1,2:43,2.5,,
2018/4/24,1,2:47,2.5,,
2018/4/24,1,2:51,2.5,,
2018/4/24,1,2:52,2.5,,
2018/4/24,1,2:54,2.5,,
2018/4/25,1,9:54,9.5,,
2018/4/25,2,9:57,9.5,,
2018/4/25,1,10:21,10,,
2018/4/25,1,10:48,10.5,,
2018/4/25,2,11:13,11,,
2018/4/25,1,11:27,11,,
2018/4/25,1,11:51,11.5,,
2018/4/25,1,13:21,13,,
2018/4/25,1,13:48,13.5,,
2018/4/25,2,13:48,13.5,,
2018/4/25,1,14:52,14.5,,
2018/4/25,1,15:15,15,,
2018/4/25,1,17:16,17,,
2018/4/25,2,17:36,17.5,,
2018/4/25,1,18:05,18,,
2018/4/25,1,19:05,19,,
2018/4/25,1,20:23,20,,
2018/4/25,1,20:36,20.5,,
2018/4/25,1,20:41,20.5,,
2018/4/25,1,20:42,20.5,,
2018/4/25,4,20:48,20.5,,
2018/4/25,1,20:49,20.5,,
2018/4/25,1,20:59,20.5,,
2018/4/25,1,21:02,21,,
2018/4/25,1,21:04,21,,
2018/4/25,1,21:08,21,,
2018/4/25,1,21:15,21,,
2018/4/25,1,22:25,22,,
2018/4/25,1,22:38,22.5,,
2018/4/25,2,22:39,22.5,,
2018/4/25,1,22:50,22.5,,
2018/4/25,2,23:24,23,,
2018/4/25,1,23:43,23.5,,
2018/4/25,1,23:44,23.5,,
2018/4/25,1,23:46,23.5,,
2018/4/25,1,23:46,23.5,,
2018/4/25,2,23:55,23.5,,
2018/4/25,2,0:01,0,,
2018/4/25,1,0:21,0,,
2018/4/25,1,0:22,0,,
2018/4/25,1,0:29,0,,
2018/4/25,1,0:40,0.5,,
2018/4/25,1,0:44,0.5,,
2018/4/25,1,1:04,1,,
2018/4/25,2,1:04,1,,
2018/4/25,1,1:05,1,,
2018/4/25,1,1:06,1,,
2018/4/25,1,1:11,1,,
2018/4/25,1,1:12,1,,
2018/4/25,1,1:13,1,,
2018/4/25,1,1:16,1,,
2018/4/25,1,1:23,1,,
2018/4/25,1,1:32,1.5,,
2018/4/25,1,1:34,1.5,,
2018/4/25,1,1:36,1.5,,
2018/4/25,2,1:37,1.5,,
2018/4/25,1,1:40,1.5,,
2018/4/25,2,1:41,1.5,,
2018/4/25,1,1:41,1.5,,
2018/4/25,1,1:50,1.5,,
2018/4/25,2,1:53,1.5,,
2018/4/25,2,2:04,2,,
2018/4/25,4,1:58,1.5,,
2018/4/25,2,2:00,2,,
2018/4/25,1,2:00,2,,
2018/4/25,1,2:01,2,,
2018/4/25,1,2:27,2,,
2018/4/25,1,2:42,2.5,,
2018/4/25,1,2:41,2.5,,
2018/4/25,1,2:40,2.5,,
2018/4/25,2,2:45,2.5,,
2018/4/25,4,2:50,2.5,,
2018/4/25,1,3:13,3,,
2018/4/26,1,8:55,8.5,,
2018/4/26,2,9:12,9,,
2018/4/26,1,9:44,9.5,,
2018/4/26,1,9:50,9.5,,
2018/4/26,1,9:49,9.5,,
2018/4/26,2,10:02,10,,
2018/4/26,1,11:05,11,,
2018/4/26,1,10:54,10.5,,
2018/4/26,1,14:24,14,,
2018/4/26,1,14:47,14.5,,
2018/4/26,2,14:59,14.5,,
2018/4/26,2,14:56,14.5,,
2018/4/26,1,16:03,16,,
2018/4/26,1,15:56,15.5,,
2018/4/26,4,16:21,16,,
2018/4/26,2,16:48,16.5,,
2018/4/26,2,16:36,16.5,,
2018/4/26,4,16:49,16.5,,
2018/4/26,4,16:51,16.5,,
2018/4/26,4,16:49,16.5,,
2018/4/26,4,16:49,16.5,,
2018/4/26,2,17:22,17,,
2018/4/26,2,17:41,17.5,,
2018/4/26,1,17:42,17.5,,
2018/4/26,2,17:45,17.5,,
2018/4/26,1,19:00,19,,
2018/4/26,2,19:57,19.5,,
2018/4/26,2,20:22,20,,
2018/4/26,1,20:24,20,,
2018/4/26,4,21:25,21,,
2018/4/26,1,21:23,21,,
2018/4/26,1,21:21,21,,
2018/4/26,2,21:35,21.5,,
2018/4/26,1,22:08,22,,
2018/4/26,1,22:15,22,,
2018/4/26,1,22:27,22,,
2018/4/26,1,22:29,22,,
2018/4/26,1,22:33,22.5,,
2018/4/26,4,22:35,22.5,,
2018/4/26,1,22:38,22.5,,
2018/4/26,1,22:49,22.5,,
2018/4/26,1,22:58,22.5,,
2018/4/26,1,22:59,22.5,,
2018/4/26,1,23:09,23,,
2018/4/26,1,23:36,23.5,,
2018/4/26,1,23:36,23.5,,
2018/4/26,1,23:48,23.5,,
2018/4/26,1,23:50,23.5,,
2018/4/26,1,23:50,23.5,,
2018/4/26,1,23:54,23.5,,
2018/4/26,1,23:55,23.5,,
2018/4/26,2,0:11,0,,
2018/4/26,1,0:13,0,,
2018/4/26,2,0:13,0,,
2018/4/26,1,0:13,0,,
2018/4/26,2,0:15,0,,
2018/4/26,2,0:27,0,,
2018/4/26,2,0:27,0,,
2018/4/26,1,0:41,0.5,,
2018/4/26,1,0:44,0.5,,
2018/4/26,1,0:17,0,,
2018/4/26,1,0:17,0,,
2018/4/26,1,0:52,0.5,,
2018/4/26,1,0:58,0.5,,
2018/4/26,1,1:09,1,,
2018/4/26,1,1:10,1,,
2018/4/26,2,1:01,1,,
2018/4/26,2,1:14,1,,
2018/4/26,1,1:20,1,,
2018/4/26,2,1:22,1,,
2018/4/26,1,1:29,1,,
2018/4/26,1,1:36,1.5,,
2018/4/26,1,1:34,1.5,,
2018/4/26,2,1:41,1.5,,
2018/4/26,2,1:42,1.5,,
2018/4/26,1,1:50,1.5,,
2018/4/26,1,1:59,1.5,,
2018/4/26,1,1:58,1.5,,
2018/4/26,1,1:57,1.5,,
2018/4/26,1,1:58,1.5,,
2018/4/26,1,2:02,2,,
2018/4/26,2,2:08,2,,
2018/4/26,1,2:08,2,,
2018/4/26,4,2:15,2,,
2018/4/26,1,2:10,2,,
2018/4/26,1,2:18,2,,
2018/4/26,1,2:11,2,,
2018/4/26,1,2:24,2,,
2018/4/26,1,2:16,2,,
2018/4/26,1,2:25,2,,
2018/4/27,1,9:02,9,,
2018/4/27,2,10:15,10,,
2018/4/27,1,10:07,10,,
2018/4/27,2,10:18,10,,
2018/4/27,4,11:24,11,,
2018/4/27,1,12:18,12,,
2018/4/27,1,12:19,12,,
2018/4/27,1,12:40,12.5,,
2018/4/27,4,12:45,12.5,,
2018/4/27,1,12:52,12.5,,
2018/4/27,1,12:54,12.5,,
2018/4/27,1,13:25,13,,
2018/4/27,1,13:26,13,,
2018/4/27,2,13:11,13,,
2018/4/27,1,14:52,14.5,,
2018/4/27,1,15:08,15,,
2018/4/27,1,16:09,16,,
2018/4/27,1,16:17,16,,
2018/4/27,1,16:59,16.5,,
2018/4/27,2,17:09,17,,
2018/4/27,1,17:27,17,,
2018/4/27,2,18:24,18,,
2018/4/27,1,18:13,18,,
2018/4/27,1,19:35,19.5,,
2018/4/27,1,19:12,19,,
2018/4/27,1,19:59,19.5,,
2018/4/27,4,20:00,20,,
2018/4/27,2,20:24,20,,
2018/4/27,2,20:22,20,,
2018/4/27,1,20:22,20,,
2018/4/27,1,21:01,21,,
2018/4/27,1,21:11,21,,
2018/4/27,1,21:27,21,,
2018/4/27,1,21:29,21,,
2018/4/27,2,21:30,21.5,,
2018/4/27,1,21:46,21.5,,
2018/4/27,1,21:46,21.5,,
2018/4/27,1,22:12,22,,
2018/4/27,1,22:18,22,,
2018/4/27,1,22:21,22,,
2018/4/27,1,22:21,22,,
2018/4/27,1,23:04,23,,
2018/4/27,1,23:08,23,,
2018/4/27,1,23:09,23,,
2018/4/27,4,23:06,23,,
2018/4/27,1,23:13,23,,
2018/4/27,1,23:14,23,,
2018/4/27,1,23:19,23,,
2018/4/27,1,23:24,23,,
2018/4/27,2,23:27,23,,
2018/4/27,1,23:30,23.5,,
2018/4/27,4,23:30,23.5,,
2018/4/27,1,23:37,23.5,,
2018/4/27,1,23:37,23.5,,
2018/4/27,1,23:37,23.5,,
2018/4/27,1,23:43,23.5,,
2018/4/27,1,23:44,23.5,,
2018/4/27,1,23:44,23.5,,
2018/4/27,1,23:53,23.5,,
2018/4/27,1,23:54,23.5,,
2018/4/27,1,0:03,0,,
2018/4/27,1,23:59,23.5,,
2018/4/27,1,0:07,0,,
2018/4/27,1,0:13,0,,
2018/4/27,1,0:07,0,,
2018/4/27,1,0:07,0,,
2018/4/27,4,0:09,0,,
2018/4/27,1,0:24,0,,
2018/4/27,1,0:16,0,,
2018/4/27,1,0:13,0,,
2018/4/27,4,0:21,0,,
2018/4/27,1,0:32,0.5,,
2018/4/27,1,0:37,0.5,,
2018/4/27,1,0:38,0.5,,
2018/4/27,1,0:46,0.5,,
2018/4/27,1,0:51,0.5,,
2018/4/27,1,0:57,0.5,,
2018/4/27,1,1:00,1,,
2018/4/27,1,1:02,1,,
2018/4/27,1,1:12,1,,
2018/4/27,1,1:15,1,,
2018/4/27,1,1:20,1,,
2018/4/27,1,1:22,1,,
2018/4/27,1,1:23,1,,
2018/4/27,1,1:31,1.5,,
2018/4/27,1,1:02,1,,
2018/4/27,1,1:32,1.5,,
2018/4/27,2,1:36,1.5,,
2018/4/27,1,1:35,1.5,,
2018/4/27,1,1:39,1.5,,
2018/4/27,1,1:42,1.5,,
2018/4/27,1,1:53,1.5,,
2018/4/27,2,1:55,1.5,,
2018/4/27,2,1:53,1.5,,
2018/4/27,1,2:01,2,,
2018/4/27,2,1:59,1.5,,
2018/4/27,2,2:01,2,,
2018/4/27,1,2:02,2,,
2018/4/27,2,2:04,2,,
2018/4/27,1,2:03,2,,
2018/4/27,1,2:05,2,,
2018/4/27,1,2:08,2,,
2018/4/27,1,2:30,2.5,,
2018/4/27,1,2:30,2.5,,
2018/4/27,2,2:32,2.5,,
2018/4/27,1,2:30,2.5,,
2018/4/27,2,2:43,2.5,,
2018/4/27,1,2:44,2.5,,
2018/4/27,1,2:55,2.5,,
2018/4/27,1,2:56,2.5,,
2018/4/27,2,2:56,2.5,,
2018/4/27,2,2:57,2.5,,
2018/4/27,1,2:57,2.5,,
2018/4/27,1,2:59,2.5,,
